premise	hypothesis	gold_label	original_premise
The goods were very valuable.	The goods were valuable	entailment	The goods were as valuable as gold
The goods were very valuable.	The goods were worthless	not_entailment	The goods were as valuable as gold
The goods were of little value.	The goods were worthless	entailment	The goods were as valuable as dirt
The goods were of little value.	The goods were valuable	not_entailment	The goods were as valuable as dirt
The puzzle was very simple to solve.	The puzzle was easy	entailment	The puzzle was as easy as pie
The puzzle was very simple to solve.	The puzzle was hard.	not_entailment	The puzzle was as easy as pie
The puzzle was simple.	The puzzle was hard.	entailment	The puzzle was as easy as brain surgery
The puzzle was simple.	The puzzle was easy	not_entailment	The puzzle was as easy as brain surgery
The politician was liked by many people.	The politician was very popular.	entailment	The politician was as popular as apple pie
The politician was liked by many people.	The politician was very unpopular.	not_entailment	The politician was as popular as apple pie
The politician was disliked by many people.	The politician was very unpopular.	entailment	The politician was as popular as a root canal
The politician was disliked by many people.	The politician was very popular.	not_entailment	The politician was as popular as a root canal
The meeting was very somber and quiet.	The meeting was not lively at all.	entailment	The meeting was as lively as a funeral procession.
The meeting was very somber and quiet.	The meeting was very lively.	not_entailment	The meeting was as lively as a funeral procession.
The meeting was very energetic and full of excitement.	The meeting was very lively.	entailment	The meeting was as lively as a group of children in a bouncy house.
The meeting was very energetic and full of excitement.	The meeting was not lively at all.	not_entailment	The meeting was as lively as a group of children in a bouncy house.
He carefully selected the item, considering it with the same attention to detail as a bride would when choosing her wedding dress.	He shopped with great care	entailment	He shopped for the item like a bride picking out her dress
He carefully selected the item, considering it with the same attention to detail as a bride would when choosing her wedding dress.	He shopped in a hurry	not_entailment	He shopped for the item like a bride picking out her dress
He searched for the item hurriedly.	He shopped in a hurry	entailment	He shopped for the item like a robber getting away
He searched for the item hurriedly.	He shopped with great care	not_entailment	He shopped for the item like a robber getting away
I felt anxious while watching the movie, just like I do when I go to the dentist's office.	The movie was dreadful	entailment	Watching the movie was like going to the dentist's office
I felt anxious while watching the movie, just like I do when I go to the dentist's office.	The movie was enjoyable	not_entailment	Watching the movie was like going to the dentist's office
I enjoyed the movie as much as I enjoy going to the carnival.	The movie was enjoyable	entailment	Watching the movie was like going to the carnival
I enjoyed the movie as much as I enjoy going to the carnival.	The movie was dreadful	not_entailment	Watching the movie was like going to the carnival
The cookie was as chewy as a chewy candy.	The cookie was perfectly chewy.	entailment	The cookie was as chewy as a Tootsie Roll
The cookie was as chewy as a chewy candy.	The cookie was extremely dense and tough.	not_entailment	The cookie was as chewy as a Tootsie Roll
The cookie was as hard and dense as a brick.	The cookie was extremely dense and tough.	entailment	The cookie was as chewy as a brick
The cookie was as hard and dense as a brick.	The cookie was perfectly chewy.	not_entailment	The cookie was as chewy as a brick
The pizza delivery guy moved very fast.	The pizza arrived quickly.	entailment	The pizza delivery guy had the speed of an Olympic sprinter
The pizza delivery guy moved very fast.	The pizza took forever to come.	not_entailment	The pizza delivery guy had the speed of an Olympic sprinter
The pizza delivery guy moved very slowly.	The pizza took forever to come.	entailment	The pizza delivery guy had the speed of a tectonic plate
The pizza delivery guy moved very slowly.	The pizza arrived quickly.	not_entailment	The pizza delivery guy had the speed of a tectonic plate
The pot roast smells like swamp water.	The pot roast smells bad.	entailment	The pot roast has the aroma of swamp water.
The pot roast smells like swamp water.	The pot roast smells flavorsome.	not_entailment	The pot roast has the aroma of swamp water.
The pot roast smells like a grandmother's kitchen.	The pot roast smells flavorsome.	entailment	The pot roast has the aroma of a grandmother's kitchen.
The pot roast smells like a grandmother's kitchen.	The pot roast smells bad.	not_entailment	The pot roast has the aroma of a grandmother's kitchen.
The photograph is as clear as an inkblot test.	The photograph is out of focus.	entailment	The photograph has the clarity of an inkblot test.
The photograph is as clear as an inkblot test.	The photograph is crystal clear.	not_entailment	The photograph has the clarity of an inkblot test.
The photograph is as clear as a rainbow with all its colours visible.	The photograph is crystal clear.	entailment	The photograph has the clarity of a full rainbow.
The photograph is as clear as a rainbow with all its colours visible.	The photograph is out of focus.	not_entailment	The photograph has the clarity of a full rainbow.
He possesses the same level of political skill and influence as a member of the Kennedy family.	He has good political skills	entailment	He has the political prowess of a Kennedy
He possesses the same level of political skill and influence as a member of the Kennedy family.	He lacks skill in politics	not_entailment	He has the political prowess of a Kennedy
He has the same level of political skill as a newborn baby.	He lacks skill in politics	entailment	He has the political prowess of a newborn baby
He has the same level of political skill as a newborn baby.	He has good political skills	not_entailment	He has the political prowess of a newborn baby
This puzzle is as challenging as sending a man to Mars.	It is very difficult	entailment	This puzzle has the difficulty of putting a man on Mars
This puzzle is as challenging as sending a man to Mars.	It is very easy	not_entailment	This puzzle has the difficulty of putting a man on Mars
This puzzle is as easy as a child's block sorting game.	It is very easy	entailment	This puzzle has the difficulty of a child’s block sorting game
This puzzle is as easy as a child's block sorting game.	It is very difficult	not_entailment	This puzzle has the difficulty of a child’s block sorting game
The boy was as humorous as a professional entertainer.	it was funny	entailment	The boy was as funny as a comedian
The boy was as humorous as a professional entertainer.	it wasn't funny	not_entailment	The boy was as funny as a comedian
The boy was not funny at all.	it wasn't funny	entailment	The boy was as funny as a dead fly
The boy was not funny at all.	it was funny	not_entailment	The boy was as funny as a dead fly
The politician's apology was a strategic action.	The politician's apology was calculated.	entailment	The politician's apology was a chess move.
The politician's apology was a strategic action.	The politician's apology was chaotic.	not_entailment	The politician's apology was a chess move.
The politician's apology was a large, sudden, and overwhelming event.	The politician's apology was chaotic.	entailment	The politician's apology was an avalanche.
The politician's apology was a large, sudden, and overwhelming event.	The politician's apology was calculated.	not_entailment	The politician's apology was an avalanche.
He was a very dangerous person.	He was very dangerous	entailment	He was as dangerous as a viper
He was a very dangerous person.	He was not dangerous	not_entailment	He was as dangerous as a viper
He was as dangerous as a small insect.	He was not dangerous	entailment	He was as dangerous as a flea
He was as dangerous as a small insect.	He was very dangerous	not_entailment	He was as dangerous as a flea
The water was the same temperature as the surface of the sun.	The water was scalding hot	entailment	The water was as warm as the surface of the sun
The water was the same temperature as the surface of the sun.	The water was cold	not_entailment	The water was as warm as the surface of the sun
The water was as warm as a frozen drop of water.	The water was cold	entailment	The water was as warm as an icicle
The water was as warm as a frozen drop of water.	The water was scalding hot	not_entailment	The water was as warm as an icicle
Her excuse was as convincing as a soldier who is abandoning their post.	Her excuse lacked conviction.	entailment	Her excuse had the conviction of a deserting soldier.
Her excuse was as convincing as a soldier who is abandoning their post.	Her excuse was full of conviction.	not_entailment	Her excuse had the conviction of a deserting soldier.
Her excuse was delivered with the same confidence and passion as a preacher at a revivalist meeting.	Her excuse was full of conviction.	entailment	Her excuse had the conviction of a revivalist preacher.
Her excuse was delivered with the same confidence and passion as a preacher at a revivalist meeting.	Her excuse lacked conviction.	not_entailment	Her excuse had the conviction of a revivalist preacher.
The threat was an approaching train.	The threat was imminent.	entailment	The threat was an oncoming train
The threat was an approaching train.	The threat was distant.	not_entailment	The threat was an oncoming train
The threat was a distant relative.	The threat was distant.	entailment	The threat was a third cousin thrice removed
The threat was a distant relative.	The threat was imminent.	not_entailment	The threat was a third cousin thrice removed
Their love was as difficult to comprehend as the lyrics of a Bob Dylan song.	Their love was complex and hard to interpret.	entailment	Their love was as easy to understand as a Bob Dylan lyric.
Their love was as difficult to comprehend as the lyrics of a Bob Dylan song.	Their love was hot and short lived.	not_entailment	Their love was as easy to understand as a Bob Dylan lyric.
Their love was as intense and destructive as the fires that ravage California during the dry season.	Their love was hot and short lived.	entailment	Their love was as a California wildfire season.
Their love was as intense and destructive as the fires that ravage California during the dry season.	Their love was complex and hard to interpret.	not_entailment	Their love was as a California wildfire season.
The book attracted my attention due to its complex and technical language, which is similar to the legal terminology found in a merger agreement.	The book totally bored me.	entailment	The book grabbed my attention like legalese in a merger agreement
The book attracted my attention due to its complex and technical language, which is similar to the legal terminology found in a merger agreement.	The book really interested me.	not_entailment	The book grabbed my attention like legalese in a merger agreement
The book's content was so interesting that I was immediately drawn to it, just like when a sensational magazine headline captures my interest.	The book really interested me.	entailment	The book grabbed my attention like a trashy magazine headline
The book's content was so interesting that I was immediately drawn to it, just like when a sensational magazine headline captures my interest.	The book totally bored me.	not_entailment	The book grabbed my attention like a trashy magazine headline
Her thoughts were going up and down.	Her thoughts were all over the place.	entailment	Her thoughts were like a yo-yo
Her thoughts were going up and down.	Her thoughts were steady.	not_entailment	Her thoughts were like a yo-yo
Her thoughts were clear and flowed smoothly.	Her thoughts were steady.	entailment	Her thoughts were like a spring stream
Her thoughts were clear and flowed smoothly.	Her thoughts were all over the place.	not_entailment	Her thoughts were like a spring stream
She was as fragile as a Ritz cracker.	Her ego was very fragile.	entailment	Her ego was a Ritz cracker
She was as fragile as a Ritz cracker.	Her ego was unshakeable.	not_entailment	Her ego was a Ritz cracker
Her self-esteem was as strong as a brick building.	Her ego was unshakeable.	entailment	Her ego was a brick building
Her self-esteem was as strong as a brick building.	Her ego was very fragile.	not_entailment	Her ego was a brick building
His brain is a metal box.	He has a very good memory and rarely forgets anything	entailment	His mind is a steel cage
His brain is a metal box.	His memory is terrible, things go in one ear and out the other	not_entailment	His mind is a steel cage
His mind is easily influenced and receptive to new ideas.	His memory is terrible, things go in one ear and out the other	entailment	His mind is an open barn door
His mind is easily influenced and receptive to new ideas.	He has a very good memory and rarely forgets anything	not_entailment	His mind is an open barn door
The screen emitted a low level of light.	The screen was bright.	entailment	The screen was dim like a flashlight.
The screen emitted a low level of light.	The screen was dim.	not_entailment	The screen was dim like a flashlight.
The screen emitted a faint light.	The screen was dim.	entailment	The screen was dim like a candle.
The screen emitted a faint light.	The screen was bright.	not_entailment	The screen was dim like a candle.
The politician's speech was as well-written and historically significant as Abraham Lincoln's Gettysburg Address.	The speech was sycinct and powerful	entailment	That politician's speech was a good as Lincoln's Gettysburg Address
The politician's speech was as well-written and historically significant as Abraham Lincoln's Gettysburg Address.	The speech was overbearing and boring.	not_entailment	That politician's speech was a good as Lincoln's Gettysburg Address
The politician's speech was as difficult to understand as a college professor's lecture.	The speech was overbearing and boring.	entailment	That politician's speech was a good as a college professor dense lecture.
The politician's speech was as difficult to understand as a college professor's lecture.	The speech was sycinct and powerful	not_entailment	That politician's speech was a good as a college professor dense lecture.
You are as soft as a pillow.	You are soft	entailment	you are as hard as pillow
You are as soft as a pillow.	You are stubborn	not_entailment	you are as hard as pillow
You are physically solid and inflexible.	You are stubborn	entailment	you are as hard as rock
You are physically solid and inflexible.	You are soft	not_entailment	you are as hard as rock
You are as resilient as an egg.	eggs crack	entailment	You are as tough as an egg
You are as resilient as an egg.	coconuts are hard	not_entailment	You are as tough as an egg
You are as hard as a coconut.	coconuts are hard	entailment	You are as tough as a coconut
You are as hard as a coconut.	eggs crack	not_entailment	You are as tough as a coconut
The girl is able to hide her emotions as effectively as a chameleon can change its colour.	The girl hides her emotions well.	entailment	The girl is as good at camouflaging her emotions as a chameleon
The girl is able to hide her emotions as effectively as a chameleon can change its colour.	The girl shows off her emotions.	not_entailment	The girl is as good at camouflaging her emotions as a chameleon
The girl is very skilled at hiding her emotions and can do so effectively, just like a peacock that can blend into its surroundings.	The girl shows off her emotions.	entailment	The girl is as good at camouflaging her emotions as a peacock
The girl is very skilled at hiding her emotions and can do so effectively, just like a peacock that can blend into its surroundings.	The girl hides her emotions well.	not_entailment	The girl is as good at camouflaging her emotions as a peacock
My bank account has no money in it.	My bank account is barren, I have no money	entailment	My bank account is dry as the Sahara
My bank account has no money in it.	My bank account is fat with cash, I'm rich	not_entailment	My bank account is dry as the Sahara
My bank account has a lot of money in it.	My bank account is fat with cash, I'm rich	entailment	My bank account is stuffed like a Thanksgiving turkey
My bank account has a lot of money in it.	My bank account is barren, I have no money	not_entailment	My bank account is stuffed like a Thanksgiving turkey
The sandwich has cheese that resembles the moon as it is often drawn in cartoons.	The sandwich is very cheesy	entailment	The sandwich has the cheesiness of the moon as depicted in cartoons
The sandwich has cheese that resembles the moon as it is often drawn in cartoons.	The sandwich lacks cheese	not_entailment	The sandwich has the cheesiness of the moon as depicted in cartoons
The sandwich has cheese like a pizza but without the main ingredient.	The sandwich lacks cheese	entailment	The sandwich has the cheesiness of a pizza without the primary topping
The sandwich has cheese like a pizza but without the main ingredient.	The sandwich is very cheesy	not_entailment	The sandwich has the cheesiness of a pizza without the primary topping
The tower is as resistant to wind as metal roofing on a day with good weather.	The tower has a high wind resistance	entailment	The tower has the wind resistance of metal roofing on a fair weather day
The tower is as resistant to wind as metal roofing on a day with good weather.	The tower has almost no resistance to wind	not_entailment	The tower has the wind resistance of metal roofing on a fair weather day
The tower is not very resistant to wind.	The tower has almost no resistance to wind	entailment	The tower has the wind resistance of candy wrapper caught in an updraft
The tower is not very resistant to wind.	The tower has a high wind resistance	not_entailment	The tower has the wind resistance of candy wrapper caught in an updraft
The body has the ability to survive like a tiger that is hungry and in a hen house.	It has high survivability	entailment	The body has the survivability of a hungry tiger in a hen house
The body has the ability to survive like a tiger that is hungry and in a hen house.	It has a low survivability rate	not_entailment	The body has the survivability of a hungry tiger in a hen house
The human body would not survive long in a stormy ocean.	It has a low survivability rate	entailment	The body has the survivability of a paper bag in a stormy ocean
The human body would not survive long in a stormy ocean.	It has high survivability	not_entailment	The body has the survivability of a paper bag in a stormy ocean
She rode the horse with great skill and agility, performing impressive feats.	She rode it well	entailment	She rode that horse like An acrobat
She rode the horse with great skill and agility, performing impressive feats.	She rode it poorly	not_entailment	She rode that horse like An acrobat
She rode the horse in a manner that resembled the uncontrolled movements of a person experiencing a seizure.	She rode it poorly	entailment	She rode that horse like A seizure victim
She rode the horse in a manner that resembled the uncontrolled movements of a person experiencing a seizure.	She rode it well	not_entailment	She rode that horse like A seizure victim
The speech was as uninspiring as a cement block.	It is dull	entailment	The speech was as inspiring as A cement block
The speech was as uninspiring as a cement block.	It is motivating	not_entailment	The speech was as inspiring as A cement block
The speech was as inspiring as a person without legs who runs marathons.	It is motivating	entailment	The speech was as inspiring as A legless marathon runner
The speech was as inspiring as a person without legs who runs marathons.	It is dull	not_entailment	The speech was as inspiring as A legless marathon runner
The glass is transparent and easy to see through.	It is not clear	entailment	The glass is a clear as Ikea instructions
The glass is transparent and easy to see through.	It is see thru	not_entailment	The glass is a clear as Ikea instructions
The glass is transparent and allows light to pass through without distortion.	It is see thru	entailment	The glass is a clear as Saran wrap
The glass is transparent and allows light to pass through without distortion.	It is not clear	not_entailment	The glass is a clear as Saran wrap
The cookies were as hard and dry as hardtack.	The cookies are awful.	entailment	The cookies tasted like hardtack.
The cookies were as hard and dry as hardtack.	The cookies are delicous.	not_entailment	The cookies tasted like hardtack.
The cookies were delicious.	The cookies are delicous.	entailment	The cookies tasted like heaven.
The cookies were delicious.	The cookies are awful.	not_entailment	The cookies tasted like heaven.
The floor was very slippery.	The floor was slippery.	entailment	The floor was as slippery as oil
The floor was very slippery.	The floor wasn't slippery at all.	not_entailment	The floor was as slippery as oil
The floor was very slippery.	The floor wasn't slippery at all.	entailment	The floor was as slippery as sandpaper
The floor was very slippery.	The floor was slippery.	not_entailment	The floor was as slippery as sandpaper
The gem was not genuine and was made of cheap materials.	The gem was obviously fake.	entailment	The gem was as fake as a bad toupee
The gem was not genuine and was made of cheap materials.	The gem was obviously real.	not_entailment	The gem was as fake as a bad toupee
The gem was not a real gem.	The gem was obviously real.	entailment	The gem was as fake as the air we breathe
The gem was not a real gem.	The gem was obviously fake.	not_entailment	The gem was as fake as the air we breathe
The boys follow rules and instructions as strictly as soldiers in the military.	The boys are highly disciplined.	entailment	The boys are as disciplined as the military
The boys follow rules and instructions as strictly as soldiers in the military.	The boys lack any discipline.	not_entailment	The boys are as disciplined as the military
The boys are as well-behaved as monkeys in a barrel.	The boys lack any discipline.	entailment	The boys are as disciplined as barrel monkeys
The boys are as well-behaved as monkeys in a barrel.	The boys are highly disciplined.	not_entailment	The boys are as disciplined as barrel monkeys
The helicopter was as reliable as a falling building.	The helicopter was not reliable.	entailment	The helicopter had the reliability of a collapsing tower.
The helicopter was as reliable as a falling building.	The helicopter was very reliable.	not_entailment	The helicopter had the reliability of a collapsing tower.
The helicopter was as reliable as a battleship.	The helicopter was very reliable.	entailment	The helicopter had the reliability of a battleship.
The helicopter was as reliable as a battleship.	The helicopter was not reliable.	not_entailment	The helicopter had the reliability of a battleship.
This book feels smooth and soft in my hands.	This book is hard to put down.	entailment	This book is like silk in my hands.
This book feels smooth and soft in my hands.	This book is forgettable.	not_entailment	This book is like silk in my hands.
This book is difficult to remember.	This book is forgettable.	entailment	This book is like hard-cover amnesia.
This book is difficult to remember.	This book is hard to put down.	not_entailment	This book is like hard-cover amnesia.
The team's passion was very intense.	The team had a lot of passion	entailment	The teams passion was burning like an inferno
The team's passion was very intense.	THe team had very little passion	not_entailment	The teams passion was burning like an inferno
The team's passion was as intense as a burning match.	THe team had very little passion	entailment	The teams passion was burning like a match
The team's passion was as intense as a burning match.	The team had a lot of passion	not_entailment	The teams passion was burning like a match
The sword was as sharp as a laser.	The sword was sharp	entailment	The sword was as sharp as a laser
The sword was as sharp as a laser.	The sword was dull	not_entailment	The sword was as sharp as a laser
The sword was as sharp as a knife.	The sword was dull	entailment	The sword was as sharp as a stick
The sword was as sharp as a knife.	The sword was sharp	not_entailment	The sword was as sharp as a stick
He moved with the exactness of a skilled military leader.	He manuevered skillfully.	entailment	He maneuvered with the tactical precision of an experienced general.
He moved with the exactness of a skilled military leader.	He maneuvered poorly.	not_entailment	He maneuvered with the tactical precision of an experienced general.
He moved with the careful skill of a small vehicle containing many people.	He maneuvered poorly.	entailment	He maneuvered with the tactical precision of a clown car.
He moved with the careful skill of a small vehicle containing many people.	He manuevered skillfully.	not_entailment	He maneuvered with the tactical precision of a clown car.
The ending was very satisfying and enjoyable.	The ending was satisfying.	entailment	The ending was as satisfying as a Thanksgiving dinner with all the trimmings.
The ending was very satisfying and enjoyable.	The ending was unsatisfying.	not_entailment	The ending was as satisfying as a Thanksgiving dinner with all the trimmings.
The ending was not enjoyable.	The ending was unsatisfying.	entailment	The ending was as satisfying as a stale saltine cracker.
The ending was not enjoyable.	The ending was satisfying.	not_entailment	The ending was as satisfying as a stale saltine cracker.
That guy is not intelligent.	The guy is dumb	entailment	That guy is as smart as a rock
That guy is not intelligent.	The guy is intelligent	not_entailment	That guy is as smart as a rock
That guy has the same level of intelligence as a computer.	The guy is intelligent	entailment	That guy is as smart as a computer
That guy has the same level of intelligence as a computer.	The guy is dumb	not_entailment	That guy is as smart as a computer
The friendship was as significant as a written agreement on a paper napkin.	The friendship wasn't meaningful at all.	entailment	The friendship was as meaningful as a contract on a napkin
The friendship was as significant as a written agreement on a paper napkin.	The friendship was highly meaningful.	not_entailment	The friendship was as meaningful as a contract on a napkin
The friendship was as important as an international agreement between countries.	The friendship was highly meaningful.	entailment	The friendship was as meaningful as an international treaty
The friendship was as important as an international agreement between countries.	The friendship wasn't meaningful at all.	not_entailment	The friendship was as meaningful as an international treaty
The child was completely motionless.	The child was totally still.	entailment	The child was as still as a marble slab
The child was completely motionless.	The child couldn't stop moving.	not_entailment	The child was as still as a marble slab
The child was motionless.	The child couldn't stop moving.	entailment	The child was as still as a waterfall
The child was motionless.	The child was totally still.	not_entailment	The child was as still as a waterfall
He has the strength of a diamond.	He is very strong.	entailment	He is as strong as a diamond.
He has the strength of a diamond.	He is weak.	not_entailment	He is as strong as a diamond.
He has the same level of strength as a piece of graphite.	He is weak.	entailment	He is as strong as a piece of graphite.
He has the same level of strength as a piece of graphite.	He is very strong.	not_entailment	He is as strong as a piece of graphite.
He feels happy and proud of himself after cooking a delicious meal.	He is very satisfied	entailment	He has the satisfaction of a master chef after making a 5 star meal
He feels happy and proud of himself after cooking a delicious meal.	He has very little satisfaction	not_entailment	He has the satisfaction of a master chef after making a 5 star meal
He feels happy and proud of his cooking skills after preparing a bowl of canned pasta.	He has very little satisfaction	entailment	He has the satisfaction of a master chef aftet making a bowl of canned 🍝
He feels happy and proud of his cooking skills after preparing a bowl of canned pasta.	He is very satisfied	not_entailment	He has the satisfaction of a master chef aftet making a bowl of canned 🍝
She was as dedicated as a gnat.	She is flighty and unfocused	entailment	She had the dedication of a gnat
She was as dedicated as a gnat.	She applies pressure consistently and over time.	not_entailment	She had the dedication of a gnat
She was as committed as a tectonic plate.	She applies pressure consistently and over time.	entailment	She had the dedication of a tectonic plate
She was as committed as a tectonic plate.	She is flighty and unfocused	not_entailment	She had the dedication of a tectonic plate
She felt a small amount of desire.	She felt little desire	entailment	The desire she felt was a mere trickle
She felt a small amount of desire.	She felt a strong desire	not_entailment	The desire she felt was a mere trickle
She felt a strong and sudden desire.	She felt a strong desire	entailment	The desire she felt was a surging wave
She felt a strong and sudden desire.	She felt little desire	not_entailment	The desire she felt was a surging wave
The man has the same preferences as a child who is selective about what they like.	The man has poor taste in things.	entailment	The man has the taste of a picky child.
The man has the same preferences as a child who is selective about what they like.	The man has exquisite and fine taste in things.	not_entailment	The man has the taste of a picky child.
The man has the same preferences as the Queen of England.	The man has exquisite and fine taste in things.	entailment	The man has the taste of the Queen of England.
The man has the same preferences as the Queen of England.	The man has poor taste in things.	not_entailment	The man has the taste of the Queen of England.
The bed is very soft and provides a pleasant sensation of relaxation.	The bed is very comfortable.	entailment	The bed is as comfortable as cloud.
The bed is very soft and provides a pleasant sensation of relaxation.	The bed is very uncomfortable.	not_entailment	The bed is as comfortable as cloud.
The bed is not comfortable.	The bed is very uncomfortable.	entailment	The bed is as comfortable as seeing your ex.
The bed is not comfortable.	The bed is very comfortable.	not_entailment	The bed is as comfortable as seeing your ex.
She is very patient.	She is very patient	entailment	She has the patience of a saint
She is very patient.	She is not patient at all	not_entailment	She has the patience of a saint
She has the patience of a person who is very tolerant and calm.	She is not patient at all	entailment	She has the patience of a bull
She has the patience of a person who is very tolerant and calm.	She is very patient	not_entailment	She has the patience of a bull
He behaves as morally as a young dog.	He is very moral and kind.	entailment	He has the morality of a puppy dog.
He behaves as morally as a young dog.	He is not very moral or kind.	not_entailment	He has the morality of a puppy dog.
He behaves in a way that is similar to a vulture's feeding habits, which are often considered immoral by human standards.	He is not very moral or kind.	entailment	He has the morality of a vulture.
He behaves in a way that is similar to a vulture's feeding habits, which are often considered immoral by human standards.	He is very moral and kind.	not_entailment	He has the morality of a vulture.
He felt a strong and uncontrollable attraction towards her.	His desire for her was wild.	entailment	His desire for her was a runaway horse.
He felt a strong and uncontrollable attraction towards her.	His desire for her was dormant.	not_entailment	His desire for her was a runaway horse.
His desire for her was slow and steady.	His desire for her was dormant.	entailment	His desire for her was a snail.
His desire for her was slow and steady.	His desire for her was wild.	not_entailment	His desire for her was a snail.
He could run very fast.	He was fast.	entailment	He could sprint like the wind
He could run very fast.	He was slow.	not_entailment	He could sprint like the wind
He could run very slowly.	He was slow.	entailment	He could sprint like a tortoise
He could run very slowly.	He was fast.	not_entailment	He could sprint like a tortoise
Their personalities are compatible and complement each other perfectly.	They fit each other's personalities perfectly.	entailment	They fit each other's personalities like a plug in a socket
Their personalities are compatible and complement each other perfectly.	They don't fit each other's personalities well at all.	not_entailment	They fit each other's personalities like a plug in a socket
Their personalities are attracted to each other.	They don't fit each other's personalities well at all.	entailment	They fit each other's personalities like a magnet on paper
Their personalities are attracted to each other.	They fit each other's personalities perfectly.	not_entailment	They fit each other's personalities like a magnet on paper
The spaghetti was as cold as the gaze of a person who is angry and who works as a teacher at a parochial school.	The spaghetti was cold	entailment	The spaghetti was as cold as the gaze of an angry parochial school teacher
The spaghetti was as cold as the gaze of a person who is angry and who works as a teacher at a parochial school.	The spaghetti was very hot	not_entailment	The spaghetti was as cold as the gaze of an angry parochial school teacher
The spaghetti was as cold as the temperature of the underworld.	The spaghetti was very hot	entailment	The spaghetti was as cold as a vacation to Hades
The spaghetti was as cold as the temperature of the underworld.	The spaghetti was cold	not_entailment	The spaghetti was as cold as a vacation to Hades
Her mind was a secure storage container.	Her mind is closed and secretive	entailment	Her mind was like a safe deposit box
Her mind was a secure storage container.	Her mind is wide open and easily accessible	not_entailment	Her mind was like a safe deposit box
Her mind contained a variety of thoughts and ideas, each one unique and colourful, like the toys in a child's toy box.	Her mind is wide open and easily accessible	entailment	Her mind was like a child's toy box
Her mind contained a variety of thoughts and ideas, each one unique and colourful, like the toys in a child's toy box.	Her mind is closed and secretive	not_entailment	Her mind was like a child's toy box
The ghost is invisible, like a shy middle child who is not noticed because of the attention given to their older brother and younger sister.	The ghost is very hard to see	entailment	The ghost has the invisibility of a shy middle child with an overachieving older brother and a wild and rambunctious younger sister
The ghost is invisible, like a shy middle child who is not noticed because of the attention given to their older brother and younger sister.	The ghost is very noticeable	not_entailment	The ghost has the invisibility of a shy middle child with an overachieving older brother and a wild and rambunctious younger sister
The ghost is invisible and breaks the china on his victim.	The ghost is very noticeable	entailment	The ghost has the invisibility of a bully in a china shop, smashing the china on his victim
The ghost is invisible and breaks the china on his victim.	The ghost is very hard to see	not_entailment	The ghost has the invisibility of a bully in a china shop, smashing the china on his victim
Your wit is very sharp.	Your wit is clever.	entailment	Your wit has the sharpness of a blade
Your wit is very sharp.	Your wit is dull and not clever.	not_entailment	Your wit has the sharpness of a blade
Your wit is as sharp as a stone.	Your wit is dull and not clever.	entailment	Your wit has the sharpness of a stone
Your wit is as sharp as a stone.	Your wit is clever.	not_entailment	Your wit has the sharpness of a stone
She moved with the same grace and elegance as a ballerina.	She is very graceful and elegant.	entailment	She had all the grace and elegance of a ballerina
She moved with the same grace and elegance as a ballerina.	She is not graceful or elegant, and in fact is cumbersome and unsophisticated.	not_entailment	She had all the grace and elegance of a ballerina
She was as graceful and elegant as a dump truck.	She is not graceful or elegant, and in fact is cumbersome and unsophisticated.	entailment	She had all the grace and elegance of a dump truck
She was as graceful and elegant as a dump truck.	She is very graceful and elegant.	not_entailment	She had all the grace and elegance of a dump truck
The teacher had a very short amount of patience.	The teacher was impatient.	entailment	The teacher had the patience of a flea
The teacher had a very short amount of patience.	The teacher was patient.	not_entailment	The teacher had the patience of a flea
The teacher was very patient.	The teacher was patient.	entailment	The teacher had the patience of a tortoise
The teacher was very patient.	The teacher was impatient.	not_entailment	The teacher had the patience of a tortoise
The dog was calm and relaxed.	The dog had a calm attitude.	entailment	The dog had the attitude of a yogi
The dog was calm and relaxed.	The dog had an aggressive attitude.	not_entailment	The dog had the attitude of a yogi
The dog behaved in a manner similar to a military commander.	The dog had an aggressive attitude.	entailment	The dog had the attitude of a military commander
The dog behaved in a manner similar to a military commander.	The dog had a calm attitude.	not_entailment	The dog had the attitude of a military commander
He could run very fast.	He was really fast.	entailment	He could run with the speed of a racehorse.
He could run very fast.	He was really slow.	not_entailment	He could run with the speed of a racehorse.
He could run at a speed of 0.27 miles per hour.	He was really slow.	entailment	He could run with the speed of a elderly tortoise.
He could run at a speed of 0.27 miles per hour.	He was really fast.	not_entailment	He could run with the speed of a elderly tortoise.
Henry is a dog of the golden retriever breed.	Henry is trustworthy and friendly.	entailment	Henry is a golden retriever.
Henry is a dog of the golden retriever breed.	Henry is not friendly or trustworthy.	not_entailment	Henry is a golden retriever.
Henry is a venomous snake.	Henry is not friendly or trustworthy.	entailment	Henry is a cobra.
Henry is a venomous snake.	Henry is trustworthy and friendly.	not_entailment	Henry is a cobra.
This cat moves with the elegance and poise of a professional dancer.	The cat is extremely graceful.	entailment	This cat has the grace of a ballerina.
This cat moves with the elegance and poise of a professional dancer.	The cat is clumsy and ungraceful.	not_entailment	This cat has the grace of a ballerina.
This cat is clumsy and awkward in its movements.	The cat is clumsy and ungraceful.	entailment	This cat has the grace of a pig on ice.
This cat is clumsy and awkward in its movements.	The cat is extremely graceful.	not_entailment	This cat has the grace of a pig on ice.
The dog is not intelligent.	the dog is dumb	entailment	The dog is as smart as a bowl of rocks
The dog is not intelligent.	the dog is smart	not_entailment	The dog is as smart as a bowl of rocks
