premise	hypothesis	gold_label	original_premise
she exhibits little enthusiasm or energy when in bed	she is tired	entailment	she is as exuberant as a sloth in bed
she exhibits little enthusiasm or energy when in bed	she is excited	not_entailment	she is as exuberant as a sloth in bed
He looks like a priest in terms of being just and impartial	he is nice	entailment	He is fair as a priest
He looks like a priest in terms of being just and impartial	he is mean	not_entailment	He is fair as a priest
He looks like a devil but has a fair appearance	he is mean	entailment	He is fair as a devil
He looks like a devil but has a fair appearance	he is nice	not_entailment	He is fair as a devil
The branch had the same strength as a steel beam	The branch was sturdy enough to hold a lot of weight.	entailment	The branch was as sturdy as a steel beam
The branch had the same strength as a steel beam	The branch was weak and could snap easily.	not_entailment	The branch was as sturdy as a steel beam
The branch had the same level of strength as a twig	The branch was weak and could snap easily.	entailment	The branch was as sturdy as a twig
The branch had the same level of strength as a twig	The branch was sturdy enough to hold a lot of weight.	not_entailment	The branch was as sturdy as a twig
That thing consumes as much electricity as an old refrigerator from the	It uses a lot of electricity	entailment	That thing is sucking up as much electricity as a 1950s refrigerator
That thing consumes as much electricity as an old refrigerator from the	It uses no electricity	not_entailment	That thing is sucking up as much electricity as a 1950s refrigerator
The object in the closet consumes as much electricity as a Wii U does	It uses no electricity	entailment	That thing is sucking up as much electricity as the Wii U in the closet
The object in the closet consumes as much electricity as a Wii U does	It uses a lot of electricity	not_entailment	That thing is sucking up as much electricity as the Wii U in the closet
The play lacks the excitement that is typically found in most performances	The play is dull.	entailment	The play has the excitement of a sleeping tortoise.
The play lacks the excitement that is typically found in most performances	The play is rousing.	not_entailment	The play has the excitement of a sleeping tortoise.
The play generates as much excitement as winning a lottery jackpot	The play is rousing.	entailment	The play has the excitement of a lottery jackpot.
The play generates as much excitement as winning a lottery jackpot	The play is dull.	not_entailment	The play has the excitement of a lottery jackpot.
The girl's behavior can be anticipated with a certain degree of consistency	The girl was very predictable.	entailment	The girl is as predictable as ocean waves crashing
The girl's behavior can be anticipated with a certain degree of consistency	The girl was totally unpredictable.	not_entailment	The girl is as predictable as ocean waves crashing
The girl's actions can be anticipated with certainty	The girl was totally unpredictable.	entailment	The girl is as predictable as the Titanic sinking
The girl's actions can be anticipated with certainty	The girl was very predictable.	not_entailment	The girl is as predictable as the Titanic sinking
The man is very tall	The man is tall	entailment	The man has the height of a mountain
The man is very tall	The man is short	not_entailment	The man has the height of a mountain
The man is shorter than average height	The man is short	entailment	The man has the height of a footstool
The man is shorter than average height	The man is tall	not_entailment	The man has the height of a footstool
The house is charming like a castle	the house is pretty	entailment	The house is as enchanting as a castle
The house is charming like a castle	the house is ugly	not_entailment	The house is as enchanting as a castle
The house is unattractive, similar to roadkill	the house is ugly	entailment	The house is as enchanting as roadkill
The house is unattractive, similar to roadkill	the house is pretty	not_entailment	The house is as enchanting as roadkill
The student had a keen intellect	The student us dumb	entailment	The student was as sharp as A dull knife
The student had a keen intellect	The student is smart	not_entailment	The student was as sharp as A dull knife
The student had great mental acuity, similar to a porcupine's quill in terms	The student is smart	entailment	The student was as sharp as A porcupine's quill
The student had great mental acuity, similar to a porcupine's quill in terms	The student us dumb	not_entailment	The student was as sharp as A porcupine's quill
His singing voice produces a grating sound to my ears	The voice makes you cringr	entailment	His singing voice is sounds like Fingernails on a blackboard
His singing voice produces a grating sound to my ears	The voice is calming	not_entailment	His singing voice is sounds like Fingernails on a blackboard
His singing voice has a soft and gentle tone, similar to the sound of a breeze blowing softly	The voice is calming	entailment	His singing voice is sounds like A lilting breeze
His singing voice has a soft and gentle tone, similar to the sound of a breeze blowing softly	The voice makes you cringr	not_entailment	His singing voice is sounds like A lilting breeze
The goods had the same worth as gold	The goods were valuable	entailment	The goods were as valuable as gold
The goods had the same worth as gold	The goods were worthless	not_entailment	The goods were as valuable as gold
The goods had no value or were worthless to the speaker	The goods were worthless	entailment	The goods were as valuable as dirt
The goods had no value or were worthless to the speaker	The goods were valuable	not_entailment	The goods were as valuable as dirt
The puzzle was simple to solve	The puzzle was easy	entailment	The puzzle was as easy as pie
The puzzle was simple to solve	The puzzle was hard.	not_entailment	The puzzle was as easy as pie
The puzzle was less complex than undergoing brain surgery	The puzzle was hard.	entailment	The puzzle was as easy as brain surgery
The puzzle was less complex than undergoing brain surgery	The puzzle was easy	not_entailment	The puzzle was as easy as brain surgery
The politician enjoyed great popularity among the public, similar to the widespread acceptance and enjoyment of apple pie	The politician was very popular.	entailment	The politician was as popular as apple pie
The politician enjoyed great popularity among the public, similar to the widespread acceptance and enjoyment of apple pie	The politician was very unpopular.	not_entailment	The politician was as popular as apple pie
The politician did not enjoy the same level of popularity as a root canal procedure undergoes	The politician was very unpopular.	entailment	The politician was as popular as a root canal
The politician did not enjoy the same level of popularity as a root canal procedure undergoes	The politician was very popular.	not_entailment	The politician was as popular as a root canal
The meeting was not very animated; it was quiet and solemn, like a funeral procession	The meeting was not lively at all.	entailment	The meeting was as lively as a funeral procession.
The meeting was not very animated; it was quiet and solemn, like a funeral procession	The meeting was very lively.	not_entailment	The meeting was as lively as a funeral procession.
The meeting was characterized by a great deal of excitement and energy among the participants	The meeting was very lively.	entailment	The meeting was as lively as a group of children in a bouncy house.
The meeting was characterized by a great deal of excitement and energy among the participants	The meeting was not lively at all.	not_entailment	The meeting was as lively as a group of children in a bouncy house.
He carefully selected the item, considering various options	He shopped with great care	entailment	He shopped for the item like a bride picking out her dress
He carefully selected the item, considering various options	He shopped in a hurry	not_entailment	He shopped for the item like a bride picking out her dress
He shopped for the item with great urgency and caution, as if he were trying to escape	He shopped in a hurry	entailment	He shopped for the item like a robber getting away
He shopped for the item with great urgency and caution, as if he were trying to escape	He shopped with great care	not_entailment	He shopped for the item like a robber getting away
Watching the movie was as unpleasant as a dental appointment	The movie was dreadful	entailment	Watching the movie was like going to the dentist's office
Watching the movie was as unpleasant as a dental appointment	The movie was enjoyable	not_entailment	Watching the movie was like going to the dentist's office
Observing the film was similar to experiencing a carnival	The movie was enjoyable	entailment	Watching the movie was like going to the carnival
Observing the film was similar to experiencing a carnival	The movie was dreadful	not_entailment	Watching the movie was like going to the carnival
The cookie had the same texture and consistency as a Tootsie Roll	The cookie was perfectly chewy.	entailment	The cookie was as chewy as a Tootsie Roll
The cookie had the same texture and consistency as a Tootsie Roll	The cookie was extremely dense and tough.	not_entailment	The cookie was as chewy as a Tootsie Roll
The cookie had the same level of chewiness as a brick	The cookie was extremely dense and tough.	entailment	The cookie was as chewy as a brick
The cookie had the same level of chewiness as a brick	The cookie was perfectly chewy.	not_entailment	The cookie was as chewy as a brick
The pizza delivery guy had a very fast speed	The pizza arrived quickly.	entailment	The pizza delivery guy had the speed of an Olympic sprinter
The pizza delivery guy had a very fast speed	The pizza took forever to come.	not_entailment	The pizza delivery guy had the speed of an Olympic sprinter
The pizza delivery guy moved at a very slow pace	The pizza took forever to come.	entailment	The pizza delivery guy had the speed of a tectonic plate
The pizza delivery guy moved at a very slow pace	The pizza arrived quickly.	not_entailment	The pizza delivery guy had the speed of a tectonic plate
The pot roast gives off a smell that is similar to swamp water	The pot roast smells bad.	entailment	The pot roast has the aroma of swamp water.
The pot roast gives off a smell that is similar to swamp water	The pot roast smells flavorsome.	not_entailment	The pot roast has the aroma of swamp water.
The pot roast gives off the smell that is typically found in a grandmother's kitchen	The pot roast smells flavorsome.	entailment	The pot roast has the aroma of a grandmother's kitchen.
The pot roast gives off the smell that is typically found in a grandmother's kitchen	The pot roast smells bad.	not_entailment	The pot roast has the aroma of a grandmother's kitchen.
The photograph's details are not distinct and appear blurred, similar to an inkblot test	The photograph is out of focus.	entailment	The photograph has the clarity of an inkblot test.
The photograph's details are not distinct and appear blurred, similar to an inkblot test	The photograph is crystal clear.	not_entailment	The photograph has the clarity of an inkblot test.
The photograph displays all the colors of a rainbow distinctly	The photograph is crystal clear.	entailment	The photograph has the clarity of a full rainbow.
The photograph displays all the colors of a rainbow distinctly	The photograph is out of focus.	not_entailment	The photograph has the clarity of a full rainbow.
He possesses the same level of political skill and influence as the Kennedy family	He has good political skills	entailment	He has the political prowess of a Kennedy
He possesses the same level of political skill and influence as the Kennedy family	He lacks skill in politics	not_entailment	He has the political prowess of a Kennedy
He has little political experience or skill	He lacks skill in politics	entailment	He has the political prowess of a newborn baby
He has little political experience or skill	He has good political skills	not_entailment	He has the political prowess of a newborn baby
Solving this puzzle requires the same level of effort and resources as sending a man to Mars	It is very difficult	entailment	This puzzle has the difficulty of putting a man on Mars
Solving this puzzle requires the same level of effort and resources as sending a man to Mars	It is very easy	not_entailment	This puzzle has the difficulty of putting a man on Mars
The puzzle is as simple as a child’s block sorting game	It is very easy	entailment	This puzzle has the difficulty of a child’s block sorting game
The puzzle is as simple as a child’s block sorting game	It is very difficult	not_entailment	This puzzle has the difficulty of a child’s block sorting game
The boy had the ability to make people laugh just as effectively as a professional comedian	it was funny	entailment	The boy was as funny as a comedian
The boy had the ability to make people laugh just as effectively as a professional comedian	it wasn't funny	not_entailment	The boy was as funny as a comedian
The boy made no one laugh, he was unfunny	it wasn't funny	entailment	The boy was as funny as a dead fly
The boy made no one laugh, he was unfunny	it was funny	not_entailment	The boy was as funny as a dead fly
The politician made an apology as part of his political strategy	The politician's apology was calculated.	entailment	The politician's apology was a chess move.
The politician made an apology as part of his political strategy	The politician's apology was chaotic.	not_entailment	The politician's apology was a chess move.
The politician issued a lengthy and heartfelt apology	The politician's apology was chaotic.	entailment	The politician's apology was an avalanche.
The politician issued a lengthy and heartfelt apology	The politician's apology was calculated.	not_entailment	The politician's apology was an avalanche.
He was very dangerous, like a venomous snake	He was very dangerous	entailment	He was as dangerous as a viper
He was very dangerous, like a venomous snake	He was not dangerous	not_entailment	He was as dangerous as a viper
He was not particularly harmful, but could still cause minor annoyances or injuries	He was not dangerous	entailment	He was as dangerous as a flea
He was not particularly harmful, but could still cause minor annoyances or injuries	He was very dangerous	not_entailment	He was as dangerous as a flea
The water had the same temperature as the sun's surface	The water was scalding hot	entailment	The water was as warm as the surface of the sun
The water had the same temperature as the sun's surface	The water was cold	not_entailment	The water was as warm as the surface of the sun
The water temperature was close to freezing point	The water was cold	entailment	The water was as warm as an icicle
The water temperature was close to freezing point	The water was scalding hot	not_entailment	The water was as warm as an icicle
Her excuse lacked the strength and reliability of a soldier who had fulfilled his duty	Her excuse lacked conviction.	entailment	Her excuse had the conviction of a deserting soldier.
Her excuse lacked the strength and reliability of a soldier who had fulfilled his duty	Her excuse was full of conviction.	not_entailment	Her excuse had the conviction of a deserting soldier.
Her excuse was spoken with the fervent belief and persuasive tone of a revivalist	Her excuse was full of conviction.	entailment	Her excuse had the conviction of a revivalist preacher.
Her excuse was spoken with the fervent belief and persuasive tone of a revivalist	Her excuse lacked conviction.	not_entailment	Her excuse had the conviction of a revivalist preacher.
The threat was a train approaching rapidly	The threat was imminent.	entailment	The threat was an oncoming train
The threat was a train approaching rapidly	The threat was distant.	not_entailment	The threat was an oncoming train
The threat was a distant relative, three times removed from you	The threat was distant.	entailment	The threat was a third cousin thrice removed
The threat was a distant relative, three times removed from you	The threat was imminent.	not_entailment	The threat was a third cousin thrice removed
Understanding their love was no more difficult than interpreting the lyrics of a Bob Dylan song	Their love was complex and hard to interpret.	entailment	Their love was as easy to understand as a Bob Dylan lyric.
Understanding their love was no more difficult than interpreting the lyrics of a Bob Dylan song	Their love was hot and short lived.	not_entailment	Their love was as easy to understand as a Bob Dylan lyric.
Their love was similar to the California wildfire season	Their love was hot and short lived.	entailment	Their love was as a California wildfire season.
Their love was similar to the California wildfire season	Their love was complex and hard to interpret.	not_entailment	Their love was as a California wildfire season.
The book held my interest strongly, similar to the detailed legal language found in a merger agreement	The book totally bored me.	entailment	The book grabbed my attention like legalese in a merger agreement
The book held my interest strongly, similar to the detailed legal language found in a merger agreement	The book really interested me.	not_entailment	The book grabbed my attention like legalese in a merger agreement
The book attracted my interest as effectively as a sensational magazine headline	The book really interested me.	entailment	The book grabbed my attention like a trashy magazine headline
The book attracted my interest as effectively as a sensational magazine headline	The book totally bored me.	not_entailment	The book grabbed my attention like a trashy magazine headline
Her thoughts kept changing direction frequently	Her thoughts were all over the place.	entailment	Her thoughts were like a yo-yo
Her thoughts kept changing direction frequently	Her thoughts were steady.	not_entailment	Her thoughts were like a yo-yo
The flow of her thoughts was similar to a spring stream	Her thoughts were steady.	entailment	Her thoughts were like a spring stream
The flow of her thoughts was similar to a spring stream	Her thoughts were all over the place.	not_entailment	Her thoughts were like a spring stream
Her self-esteem was fragile and easily broken	Her ego was very fragile.	entailment	Her ego was a Ritz cracker
Her self-esteem was fragile and easily broken	Her ego was unshakeable.	not_entailment	Her ego was a Ritz cracker
Her self-esteem was strong and unyielding	Her ego was unshakeable.	entailment	Her ego was a brick building
Her self-esteem was strong and unyielding	Her ego was very fragile.	not_entailment	Her ego was a brick building
His thoughts are confined within a strong, metal enclosure	He has a very good memory and rarely forgets anything	entailment	His mind is a steel cage
His thoughts are confined within a strong, metal enclosure	His memory is terrible, things go in one ear and out the other	not_entailment	His mind is a steel cage
His mind is unrestricted and easily accessible	His memory is terrible, things go in one ear and out the other	entailment	His mind is an open barn door
His mind is unrestricted and easily accessible	He has a very good memory and rarely forgets anything	not_entailment	His mind is an open barn door
The screen was as bright as a flashlight could be, but not very bright	The screen was bright.	entailment	The screen was dim like a flashlight.
The screen was as bright as a flashlight could be, but not very bright	The screen was dim.	not_entailment	The screen was dim like a flashlight.
The screen was not very bright, like a candle providing only a small amount of light	The screen was dim.	entailment	The screen was dim like a candle.
The screen was not very bright, like a candle providing only a small amount of light	The screen was bright.	not_entailment	The screen was dim like a candle.
The politician's speech was similar in quality to Lincoln's Gettysburg Address	The speech was sycinct and powerful	entailment	That politician's speech was a good as Lincoln's Gettysburg Address
The politician's speech was similar in quality to Lincoln's Gettysburg Address	The speech was overbearing and boring.	not_entailment	That politician's speech was a good as Lincoln's Gettysburg Address
The politician's speech was similar in complexity and detail to a college professor's lecture	The speech was overbearing and boring.	entailment	That politician's speech was a good as a college professor dense lecture.
The politician's speech was similar in complexity and detail to a college professor's lecture	The speech was sycinct and powerful	not_entailment	That politician's speech was a good as a college professor dense lecture.
You have the same level of firmness as a pillow	You are soft	entailment	you are as hard as pillow
You have the same level of firmness as a pillow	You are stubborn	not_entailment	you are as hard as pillow
you are very hard and unyielding	You are stubborn	entailment	you are as hard as rock
you are very hard and unyielding	You are soft	not_entailment	you are as hard as rock
You have the same level of hardness as an egg	eggs crack	entailment	You are as tough as an egg
You have the same level of hardness as an egg	coconuts are hard	not_entailment	You are as tough as an egg
You have a hard outer layer, like a coconut	coconuts are hard	entailment	You are as tough as a coconut
You have a hard outer layer, like a coconut	eggs crack	not_entailment	You are as tough as a coconut
The girl conceals her emotions as effectively as a chameleon changes its color	The girl hides her emotions well.	entailment	The girl is as good at camouflaging her emotions as a chameleon
The girl conceals her emotions as effectively as a chameleon changes its color	The girl shows off her emotions.	not_entailment	The girl is as good at camouflaging her emotions as a chameleon
The girl conceals her emotions as effectively as a peacock does	The girl shows off her emotions.	entailment	The girl is as good at camouflaging her emotions as a peacock
The girl conceals her emotions as effectively as a peacock does	The girl hides her emotions well.	not_entailment	The girl is as good at camouflaging her emotions as a peacock
My bank account has no funds left	My bank account is barren, I have no money	entailment	My bank account is dry as the Sahara
My bank account has no funds left	My bank account is fat with cash, I'm rich	not_entailment	My bank account is dry as the Sahara
My bank account holds a large amount of money	My bank account is fat with cash, I'm rich	entailment	My bank account is stuffed like a Thanksgiving turkey
My bank account holds a large amount of money	My bank account is barren, I have no money	not_entailment	My bank account is stuffed like a Thanksgiving turkey
The sandwich has a significant amount of cheese, similar to the amount often depicted in cartoons about the	The sandwich is very cheesy	entailment	The sandwich has the cheesiness of the moon as depicted in cartoons
The sandwich has a significant amount of cheese, similar to the amount often depicted in cartoons about the	The sandwich lacks cheese	not_entailment	The sandwich has the cheesiness of the moon as depicted in cartoons
The sandwich contains as much cheese as a pizza but lacks its main topping	The sandwich lacks cheese	entailment	The sandwich has the cheesiness of a pizza without the primary topping
The sandwich contains as much cheese as a pizza but lacks its main topping	The sandwich is very cheesy	not_entailment	The sandwich has the cheesiness of a pizza without the primary topping
On a calm day, the tower offers the same wind resistance as a metal roof	The tower has a high wind resistance	entailment	The tower has the wind resistance of metal roofing on a fair weather day
On a calm day, the tower offers the same wind resistance as a metal roof	The tower has almost no resistance to wind	not_entailment	The tower has the wind resistance of metal roofing on a fair weather day
The tower's ability to withstand wind is similar to that of a candy wrapper being lifted by	The tower has almost no resistance to wind	entailment	The tower has the wind resistance of candy wrapper caught in an updraft
The tower's ability to withstand wind is similar to that of a candy wrapper being lifted by	The tower has a high wind resistance	not_entailment	The tower has the wind resistance of candy wrapper caught in an updraft
The body possesses a high capacity to endure and survive in an environment where danger is present	It has high survivability	entailment	The body has the survivability of a hungry tiger in a hen house
The body possesses a high capacity to endure and survive in an environment where danger is present	It has a low survivability rate	not_entailment	The body has the survivability of a hungry tiger in a hen house
The body's ability to withstand rough conditions in a stormy ocean is similar to that of	It has a low survivability rate	entailment	The body has the survivability of a paper bag in a stormy ocean
The body's ability to withstand rough conditions in a stormy ocean is similar to that of	It has high survivability	not_entailment	The body has the survivability of a paper bag in a stormy ocean
She sat on the horse in a skillful and balanced manner	She rode it well	entailment	She rode that horse like An acrobat
She sat on the horse in a skillful and balanced manner	She rode it poorly	not_entailment	She rode that horse like An acrobat
She sat on the horse with a spasm-like grip	She rode it poorly	entailment	She rode that horse like A seizure victim
She sat on the horse with a spasm-like grip	She rode it well	not_entailment	She rode that horse like A seizure victim
The speech had the ability to motivate and encourage listeners effectively	It is dull	entailment	The speech was as inspiring as A cement block
The speech had the ability to motivate and encourage listeners effectively	It is motivating	not_entailment	The speech was as inspiring as A cement block
The speech was extremely motivating, despite the fact that the speaker had no legs	It is motivating	entailment	The speech was as inspiring as A legless marathon runner
The speech was extremely motivating, despite the fact that the speaker had no legs	It is dull	not_entailment	The speech was as inspiring as A legless marathon runner
The glass is as transparent as Ikea instructions	It is not clear	entailment	The glass is a clear as Ikea instructions
The glass is as transparent as Ikea instructions	It is see thru	not_entailment	The glass is a clear as Ikea instructions
The glass is as transparent as Saran wrap	It is see thru	entailment	The glass is a clear as Saran wrap
The glass is as transparent as Saran wrap	It is not clear	not_entailment	The glass is a clear as Saran wrap
The cookies had a bland, unappetizing taste	The cookies are awful.	entailment	The cookies tasted like hardtack.
The cookies had a bland, unappetizing taste	The cookies are delicous.	not_entailment	The cookies tasted like hardtack.
The cookies had a very delicious taste	The cookies are delicous.	entailment	The cookies tasted like heaven.
The cookies had a very delicious taste	The cookies are awful.	not_entailment	The cookies tasted like heaven.
The floor was very slippery, like if it had been covered with oil	The floor was slippery.	entailment	The floor was as slippery as oil
The floor was very slippery, like if it had been covered with oil	The floor wasn't slippery at all.	not_entailment	The floor was as slippery as oil
The floor had a rough texture similar to sandpaper, making it difficult to walk on	The floor wasn't slippery at all.	entailment	The floor was as slippery as sandpaper
The floor had a rough texture similar to sandpaper, making it difficult to walk on	The floor was slippery.	not_entailment	The floor was as slippery as sandpaper
The gem was not genuine; it was an imitation	The gem was obviously fake.	entailment	The gem was as fake as a bad toupee
The gem was not genuine; it was an imitation	The gem was obviously real.	not_entailment	The gem was as fake as a bad toupee
The gem was not genuine	The gem was obviously real.	entailment	The gem was as fake as the air we breathe
The gem was not genuine	The gem was obviously fake.	not_entailment	The gem was as fake as the air we breathe
The boys exhibit the same level of discipline as soldiers	The boys are highly disciplined.	entailment	The boys are as disciplined as the military
The boys exhibit the same level of discipline as soldiers	The boys lack any discipline.	not_entailment	The boys are as disciplined as the military
The boys exhibit less self-control than typical barrel monkeys	The boys lack any discipline.	entailment	The boys are as disciplined as barrel monkeys
The boys exhibit less self-control than typical barrel monkeys	The boys are highly disciplined.	not_entailment	The boys are as disciplined as barrel monkeys
The helicopter was not dependable; it frequently malfunctioned	The helicopter was not reliable.	entailment	The helicopter had the reliability of a collapsing tower.
The helicopter was not dependable; it frequently malfunctioned	The helicopter was very reliable.	not_entailment	The helicopter had the reliability of a collapsing tower.
The helicopter was as dependable as a battleship	The helicopter was very reliable.	entailment	The helicopter had the reliability of a battleship.
The helicopter was as dependable as a battleship	The helicopter was not reliable.	not_entailment	The helicopter had the reliability of a battleship.
The book feels smooth and soft in my hands	This book is hard to put down.	entailment	This book is like silk in my hands.
The book feels smooth and soft in my hands	This book is forgettable.	not_entailment	This book is like silk in my hands.
This book has hard covers but lacks the ability to remember information	This book is forgettable.	entailment	This book is like hard-cover amnesia.
This book has hard covers but lacks the ability to remember information	This book is hard to put down.	not_entailment	This book is like hard-cover amnesia.
The teams emotion was intense	The team had a lot of passion	entailment	The teams passion was burning like an inferno
The teams emotion was intense	THe team had very little passion	not_entailment	The teams passion was burning like an inferno
The teams emotion was strong	THe team had very little passion	entailment	The teams passion was burning like a match
The teams emotion was strong	The team had a lot of passion	not_entailment	The teams passion was burning like a match
The sword had an extremely sharp edge	The sword was sharp	entailment	The sword was as sharp as a laser
The sword had an extremely sharp edge	The sword was dull	not_entailment	The sword was as sharp as a laser
The sword had a very sharp edge	The sword was dull	entailment	The sword was as sharp as a stick
The sword had a very sharp edge	The sword was sharp	not_entailment	The sword was as sharp as a stick
He moved with great care and skill, as if he had extensive military training	He manuevered skillfully.	entailment	He maneuvered with the tactical precision of an experienced general.
He moved with great care and skill, as if he had extensive military training	He maneuvered poorly.	not_entailment	He maneuvered with the tactical precision of an experienced general.
He moved with great care and lack of coordination, similar to a clown driving a car	He maneuvered poorly.	entailment	He maneuvered with the tactical precision of a clown car.
He moved with great care and lack of coordination, similar to a clown driving a car	He manuevered skillfully.	not_entailment	He maneuvered with the tactical precision of a clown car.
The ending was very enjoyable and fulfilling, like consuming a traditional Thanksgiving meal with all	The ending was satisfying.	entailment	The ending was as satisfying as a Thanksgiving dinner with all the trimmings.
The ending was very enjoyable and fulfilling, like consuming a traditional Thanksgiving meal with all	The ending was unsatisfying.	not_entailment	The ending was as satisfying as a Thanksgiving dinner with all the trimmings.
The ending did not provide the desired level of fulfillment	The ending was unsatisfying.	entailment	The ending was as satisfying as a stale saltine cracker.
The ending did not provide the desired level of fulfillment	The ending was satisfying.	not_entailment	The ending was as satisfying as a stale saltine cracker.
That guy has an average level of intelligence	The guy is dumb	entailment	That guy is as smart as a rock
That guy has an average level of intelligence	The guy is intelligent	not_entailment	That guy is as smart as a rock
That guy has a great deal of intelligence, similar to a computer's ability to process information efficiently	The guy is intelligent	entailment	That guy is as smart as a computer
That guy has a great deal of intelligence, similar to a computer's ability to process information efficiently	The guy is dumb	not_entailment	That guy is as smart as a computer
The friendship had significant importance, similar to a legally binding agreement written on a napkin	The friendship wasn't meaningful at all.	entailment	The friendship was as meaningful as a contract on a napkin
The friendship had significant importance, similar to a legally binding agreement written on a napkin	The friendship was highly meaningful.	not_entailment	The friendship was as meaningful as a contract on a napkin
The friendship had the same significance as an international treaty	The friendship was highly meaningful.	entailment	The friendship was as meaningful as an international treaty
The friendship had the same significance as an international treaty	The friendship wasn't meaningful at all.	not_entailment	The friendship was as meaningful as an international treaty
The child did not move at all	The child was totally still.	entailment	The child was as still as a marble slab
The child did not move at all	The child couldn't stop moving.	not_entailment	The child was as still as a marble slab
The child did not move at all	The child couldn't stop moving.	entailment	The child was as still as a waterfall
The child did not move at all	The child was totally still.	not_entailment	The child was as still as a waterfall
He has great physical strength	He is very strong.	entailment	He is as strong as a diamond.
He has great physical strength	He is weak.	not_entailment	He is as strong as a diamond.
He has the same level of strength as a piece of graphite	He is weak.	entailment	He is as strong as a piece of graphite.
He has the same level of strength as a piece of graphite	He is very strong.	not_entailment	He is as strong as a piece of graphite.
He experiences great contentment after preparing a meal that has received a high rating	He is very satisfied	entailment	He has the satisfaction of a master chef after making a 5 star meal
He experiences great contentment after preparing a meal that has received a high rating	He has very little satisfaction	not_entailment	He has the satisfaction of a master chef after making a 5 star meal
After making a bowl of canned ramen, he experiences a feeling of satisfaction similar to that of	He has very little satisfaction	entailment	He has the satisfaction of a master chef aftet making a bowl of canned 🍝
After making a bowl of canned ramen, he experiences a feeling of satisfaction similar to that of	He is very satisfied	not_entailment	He has the satisfaction of a master chef aftet making a bowl of canned 🍝
She showed the same level of commitment as a gnat	She is flighty and unfocused	entailment	She had the dedication of a gnat
She showed the same level of commitment as a gnat	She applies pressure consistently and over time.	not_entailment	She had the dedication of a gnat
She possessed a great deal of commitment, similar to the immovable nature of a t	She applies pressure consistently and over time.	entailment	She had the dedication of a tectonic plate
She possessed a great deal of commitment, similar to the immovable nature of a t	She is flighty and unfocused	not_entailment	She had the dedication of a tectonic plate
She experienced a slight longing	She felt little desire	entailment	The desire she felt was a mere trickle
She experienced a slight longing	She felt a strong desire	not_entailment	The desire she felt was a mere trickle
She experienced a strong feeling of wanting something intensely	She felt a strong desire	entailment	The desire she felt was a surging wave
She experienced a strong feeling of wanting something intensely	She felt little desire	not_entailment	The desire she felt was a surging wave
The man is as selective in his preferences as a child	The man has poor taste in things.	entailment	The man has the taste of a picky child.
The man is as selective in his preferences as a child	The man has exquisite and fine taste in things.	not_entailment	The man has the taste of a picky child.
The man has consumed food that the Queen of England has eaten	The man has exquisite and fine taste in things.	entailment	The man has the taste of the Queen of England.
The man has consumed food that the Queen of England has eaten	The man has poor taste in things.	not_entailment	The man has the taste of the Queen of England.
The bed provides the same level of comfort as a cloud does	The bed is very comfortable.	entailment	The bed is as comfortable as cloud.
The bed provides the same level of comfort as a cloud does	The bed is very uncomfortable.	not_entailment	The bed is as comfortable as cloud.
The bed provides the same level of comfort as encountering your former romantic partner	The bed is very uncomfortable.	entailment	The bed is as comfortable as seeing your ex.
The bed provides the same level of comfort as encountering your former romantic partner	The bed is very comfortable.	not_entailment	The bed is as comfortable as seeing your ex.
She is very patient	She is very patient	entailment	She has the patience of a saint
She is very patient	She is not patient at all	not_entailment	She has the patience of a saint
She is very patient, like a bull	She is not patient at all	entailment	She has the patience of a bull
She is very patient, like a bull	She is very patient	not_entailment	She has the patience of a bull
He behaves in a way that is typical of a young puppy, not yet fully trained	He is very moral and kind.	entailment	He has the morality of a puppy dog.
He behaves in a way that is typical of a young puppy, not yet fully trained	He is not very moral or kind.	not_entailment	He has the morality of a puppy dog.
He behaves immorally, especially when it comes to taking advantage of the weak or	He is not very moral or kind.	entailment	He has the morality of a vulture.
He behaves immorally, especially when it comes to taking advantage of the weak or	He is very moral and kind.	not_entailment	He has the morality of a vulture.
His desire for her was extremely strong and difficult to control	His desire for her was wild.	entailment	His desire for her was a runaway horse.
His desire for her was extremely strong and difficult to control	His desire for her was dormant.	not_entailment	His desire for her was a runaway horse.
His desire for her was as slow as a snail	His desire for her was dormant.	entailment	His desire for her was a snail.
His desire for her was as slow as a snail	His desire for her was wild.	not_entailment	His desire for her was a snail.
He could run very fast	He was fast.	entailment	He could sprint like the wind
He could run very fast	He was slow.	not_entailment	He could sprint like the wind
His sprinting speed was slower than average	He was slow.	entailment	He could sprint like a tortoise
His sprinting speed was slower than average	He was fast.	not_entailment	He could sprint like a tortoise
Their personalities complement each other perfectly	They fit each other's personalities perfectly.	entailment	They fit each other's personalities like a plug in a socket
Their personalities complement each other perfectly	They don't fit each other's personalities well at all.	not_entailment	They fit each other's personalities like a plug in a socket
They have a strong attraction towards each other due to their compatible personalities	They don't fit each other's personalities well at all.	entailment	They fit each other's personalities like a magnet on paper
They have a strong attraction towards each other due to their compatible personalities	They fit each other's personalities perfectly.	not_entailment	They fit each other's personalities like a magnet on paper
The spaghetti had the same temperature as that of an angry parochial school	The spaghetti was cold	entailment	The spaghetti was as cold as the gaze of an angry parochial school teacher
The spaghetti had the same temperature as that of an angry parochial school	The spaghetti was very hot	not_entailment	The spaghetti was as cold as the gaze of an angry parochial school teacher
