premise	hypothesis	gold_label	original_premise
The car made a high-pitched sound as the key was inserted and turned in the ignition	The car honked as the key was roughly turned in its ignition	entailment	The car bleated as the key was roughly turned in its ignition
The car made a high-pitched sound as the key was inserted and turned in the ignition	The car failed as the key was roughly turned in its ignition	not_entailment	The car bleated as the key was roughly turned in its ignition
As I approached, the car's headlights shone directly towards me	The approaching car's headlights reflected at me	entailment	The approaching car's headlights looked back at me
As I approached, the car's headlights shone directly towards me	The approaching car's headlights disregarded at me	not_entailment	The approaching car's headlights looked back at me
The prices of stocks are increasing	Stock prices are rising higher	entailment	Stock prices are growing higher
The prices of stocks are increasing	Stock prices are falling higher	not_entailment	Stock prices are growing higher
Heroes are known and recognized by the public	Fame goes to the heroes	entailment	Fame clings to the heroes
Heroes are known and recognized by the public	Fame avoids the heroes	not_entailment	Fame clings to the heroes
It derived truth solely, the truth that governs our lives	It seemed from truth alone , the truth we live	entailment	It struck from truth alone , the truth we live
It derived truth solely, the truth that governs our lives	It deceived from truth alone , the truth we live	not_entailment	It struck from truth alone , the truth we live
Which horse are you betting on? (The metaphorical expression "wagering on" is	Which horse are you betting on	entailment	Which horse are you wagering on
Which horse are you betting on? (The metaphorical expression "wagering on" is	Which horse are you surrendering on	not_entailment	Which horse are you wagering on
All trees were on fire when the forest was smoldering	All fire-flush 'd when forest trees burned	entailment	All fire-flush 'd when forest trees smoldered
All trees were on fire when the forest was smoldering	All fire-flush 'd when forest trees grew	not_entailment	All fire-flush 'd when forest trees smoldered
The politician eliminated his rival from the political race	The politician defeated his rival	entailment	The politician chopped down his rival
The politician eliminated his rival from the political race	The politician lost to his rival	not_entailment	The politician chopped down his rival
The attackers fired guns at the civilians	The attackers fired gunshots at the civilians	entailment	The attackers launched gunshots at the civilians
The attackers fired guns at the civilians	The attackers resisted gunshots at the civilians	not_entailment	The attackers launched gunshots at the civilians
In the novel, there is a murder that is introduced	The novel begins with a murder	entailment	The novel emerges with a murder
In the novel, there is a murder that is introduced	The novel ends with a murder	not_entailment	The novel emerges with a murder
The car made a loud noise as the key was roughly turned in its ignition switch	The car honked as the key was roughly turned in its ignition	entailment	The car hollered as the key was roughly turned in its ignition
The car made a loud noise as the key was roughly turned in its ignition switch	The car failed as the key was roughly turned in its ignition	not_entailment	The car hollered as the key was roughly turned in its ignition
As she grew older, her desire for traveling lessened	Middle age reduced her appetite for travel	entailment	Middle age cut down her appetite for travel
As she grew older, her desire for traveling lessened	Middle age increased her appetite for travel	not_entailment	Middle age cut down her appetite for travel
The book significantly influenced her thoughts and ideas	The book had her imagination	entailment	The book owned her imagination
The book significantly influenced her thoughts and ideas	The book failed her imagination	not_entailment	The book owned her imagination
Feeling intense anger and being very frightened by it	Trembling for ire , and look pale for rage	entailment	Trembling for ire , and stricken pale for rage
Feeling intense anger and being very frightened by it	Trembling for ire , and disreagrd pale for rage	not_entailment	Trembling for ire , and stricken pale for rage
However, they experienced intense fear that made their stomachs feel cold	But frozen dread continued through their entrails dear ;	entailment	But frozen dread flowed through their entrails dear ;
The flame of the candle moved in the darkness	The candle flame flickered in the dark	entailment	The candle flame twirled in the dark
The flame of the candle moved in the darkness	The candle flame stagnated in the dark	not_entailment	The candle flame twirled in the dark
The oncoming car's headlights shone brightly towards me	The approaching car's headlights reflected at me	entailment	The approaching car's headlights glared at me
The oncoming car's headlights shone brightly towards me	The approaching car's headlights disregarded at me	not_entailment	The approaching car's headlights glared at me
Small indentations were located on his cheeks	Dimples formed in his cheeks	entailment	Dimples nestled in his cheeks
Small indentations were located on his cheeks	Dimples disappeared in his cheeks	not_entailment	Dimples nestled in his cheeks
These occurrences may influence the distribution of power	These events could affect the balance of power	entailment	These events could shape the balance of power
These occurrences may influence the distribution of power	These events could upset the balance of power	not_entailment	These events could shape the balance of power
Don't alter or change the exact meaning of what I have said	Don't change my words	entailment	Don't remix my words
Don't alter or change the exact meaning of what I have said	Don't retain my words	not_entailment	Don't remix my words
In the middle of her life, her desire for going to new places decreased	Middle age reduced her appetite for travel	entailment	Middle age minimized her appetite for travel
In the middle of her life, her desire for going to new places decreased	Middle age increased her appetite for travel	not_entailment	Middle age minimized her appetite for travel
The adrenaline in his body is released in a strong flow	Adrenaline flows through him powerfully	entailment	Adrenaline surges through him powerfully
The adrenaline in his body is released in a strong flow	Adrenaline ebbs through him powerfully	not_entailment	Adrenaline surges through him powerfully
Living in the camp caused him to lose energy	Life in the camp tired him	entailment	Life in the camp drained him
Living in the camp caused him to lose energy	Life in the camp energized him	not_entailment	Life in the camp drained him
The bridge is located above the river	The bridge stands over the river	entailment	The bridge hovers over the river
The bridge is located above the river	The bridge crashes over the river	not_entailment	The bridge hovers over the river
The wind moves swiftly among the leaves	The wind blows through the leaves	entailment	The wind whips through the leaves
The wind moves swiftly among the leaves	The wind relaxes through the leaves	not_entailment	The wind whips through the leaves
His playing earned him the title of a Romantic composer	His playing established him as a Romantic	entailment	His playing secured him as a Romantic
His playing earned him the title of a Romantic composer	His playing denounced him as a Romantic	not_entailment	His playing secured him as a Romantic
A bright, large flame that jumped through the air in the sky	A flame ablaze that appear amid the skies	entailment	A flame ablaze that skipped amid the skies
A bright, large flame that jumped through the air in the sky	A flame ablaze that disappear amid the skies	not_entailment	A flame ablaze that skipped amid the skies
A star is placed at the top of the Christmas Tree	A star tops the Christmas Tree	entailment	A star christens the Christmas Tree
A star is placed at the top of the Christmas Tree	A star messes the Christmas Tree	not_entailment	A star christens the Christmas Tree
He burst into uncontrollable laughter	He was involved in a laughing fit	entailment	He was caught in a laughing fit
He burst into uncontrollable laughter	He was uninvolved in a laughing fit	not_entailment	He was caught in a laughing fit
The sensation of intense pain was strongly present on my tongue	The taste of agony was thick upon my tongue	entailment	The taste of agony laid thick upon my tongue
The sensation of intense pain was strongly present on my tongue	The taste of agony wasn't thick upon my tongue	not_entailment	The taste of agony laid thick upon my tongue
The candle flame flickered in the darkness	The candle flame flickered in the dark	entailment	The candle flame shivered in the dark
The candle flame flickered in the darkness	The candle flame stagnated in the dark	not_entailment	The candle flame shivered in the dark
Water came out of the can and flowed into the backpack	Water leaked out of the can into the backpack	entailment	Water seeped out of the can into the backpack
Water came out of the can and flowed into the backpack	Water entered into of the can into the backpack	not_entailment	Water seeped out of the can into the backpack
People experienced runny noses, hacking coughs, and common colds	Sniffles, coughs, and colds develop in their breasts	entailment	Sniffles, coughs, and colds buoyed in their breasts
People experienced runny noses, hacking coughs, and common colds	Sniffles, coughs, and colds reduced in their breasts	not_entailment	Sniffles, coughs, and colds buoyed in their breasts
Calm water collects in the wind	Still waters sway in the wind	entailment	Still waters pool in the wind
Calm water collects in the wind	Still waters stop in the wind	not_entailment	Still waters pool in the wind
She wore a lot of yellow clothing that day	She was wearing yellow that day	entailment	She was dolled up yellow that day
She wore a lot of yellow clothing that day	She was doffing yellow that day	not_entailment	She was dolled up yellow that day
The fruits are preserved in a state of perpetual unchanging condition	The fruits are preserved in eternity	entailment	The fruits are crystalized in eternity
The fruits are preserved in a state of perpetual unchanging condition	The fruits are damaged in eternity	not_entailment	The fruits are crystalized in eternity
Don't change the meaning of my words	Don't change my words	entailment	Don't metamorphose my words
Don't change the meaning of my words	Don't retain my words	not_entailment	Don't metamorphose my words
The train horn produced a loud, piercing sound that disrupted the tranquility	The train horn broke the peace	entailment	The train horn disemboweled the peace
The train horn produced a loud, piercing sound that disrupted the tranquility	The train horn restored the peace	not_entailment	The train horn disemboweled the peace
Tears filled my eyes and my face became flushed	My eyes teared up and I could feel my face turning red	entailment	My eyes welled up and I could feel my face turning red
Tears filled my eyes and my face became flushed	My eyes dried up and I could feel my face turning red	not_entailment	My eyes welled up and I could feel my face turning red
She expresses her passion through dancing in the open air	Her passion is flowing through the air	entailment	Her passion is dancing through the air
She expresses her passion through dancing in the open air	Her passion is ebbing through the air	not_entailment	Her passion is dancing through the air
The top of the building is adorned with a weather vane	A weather vane tops the building	entailment	A weather vane crowns the building
The top of the building is adorned with a weather vane	A weather vane mars the building	not_entailment	A weather vane crowns the building
A very bright and large fire burning in the sky, moving rapidly	A flame ablaze that appear amid the skies	entailment	A flame ablaze that sprints amid the skies
A very bright and large fire burning in the sky, moving rapidly	A flame ablaze that disappear amid the skies	not_entailment	A flame ablaze that sprints amid the skies
To extract the tear of deep sorrow from myself	To guts the sob of my agony	entailment	To scrape the sob of my agony
To extract the tear of deep sorrow from myself	To cheer the sob of my agony	not_entailment	To scrape the sob of my agony
Whom fate has burdened with numerous troubles	Whom fate has met with a weight of woes	entailment	Whom fate has slapped with a weight of woes
Whom fate has burdened with numerous troubles	Whom fate has avoided with a weight of woes	not_entailment	Whom fate has slapped with a weight of woes
The sun, which is not visible, reflects light in a boomerang-like manner	The hidden sun returns with light	entailment	The hidden sun boomerangs with light
The sun, which is not visible, reflects light in a boomerang-like manner	The hidden sun departs with light	not_entailment	The hidden sun boomerangs with light
The light was strong enough to illuminate the area completely, making darkness disappear	Light had replaced darkness	entailment	Light had banished  darkness
The light was strong enough to illuminate the area completely, making darkness disappear	Light had kept darkness	not_entailment	Light had banished  darkness
When you are enjoying yourself, the hours seem to pass quickly	Time passes when you're having fun	entailment	Time flies when you're having fun
When you are enjoying yourself, the hours seem to pass quickly	Time stops when you're having fun	not_entailment	Time flies when you're having fun
The sound of his voice resonated throughout the house	His voice echoed up the house	entailment	His voice filled up the house
The sound of his voice resonated throughout the house	His voice silenced up the house	not_entailment	His voice filled up the house
The formerly enslaved person experienced freedom not long before her death	The ex-slave had freedom shortly before she died	entailment	The ex-slave tasted freedom shortly before she died
The formerly enslaved person experienced freedom not long before her death	The ex-slave eluded freedom shortly before she died	not_entailment	The ex-slave tasted freedom shortly before she died
I feel mentally clear after drinking a bottle of champagne	My brain is right after the bottle of champagne	entailment	My brain is stable after the bottle of champagne
I feel mentally clear after drinking a bottle of champagne	My brain is not after the bottle of champagne	not_entailment	My brain is stable after the bottle of champagne
She is expressing intense emotions strongly and noticeably	Her passion is flowing through the air	entailment	Her passion is streaming through the air
She is expressing intense emotions strongly and noticeably	Her passion is ebbing through the air	not_entailment	Her passion is streaming through the air
His playing raised him to the status of a Romantic composer	His playing established him as a Romantic	entailment	His playing erected him as a Romantic
His playing raised him to the status of a Romantic composer	His playing denounced him as a Romantic	not_entailment	His playing erected him as a Romantic
The government changed the entire law into legal text	The government converted the entire law into a code	entailment	The government flipped the entire law into a code
The government changed the entire law into legal text	The government endured the entire law into a code	not_entailment	The government flipped the entire law into a code
The difference between the two theories becomes less clear or less distinct	The distinction between the two theories disappear	entailment	The distinction between the two theories disintegrates
The difference between the two theories becomes less clear or less distinct	The distinction between the two theories appear	not_entailment	The distinction between the two theories disintegrates
We should accept the goodwill she displayed towards us	We must acknowledge the kindness she showed towards us	entailment	We must embrace the kindness she showed towards us
We should accept the goodwill she displayed towards us	We must disavow the kindness she showed towards us	not_entailment	We must embrace the kindness she showed towards us
The needle touched and pricked his skin	The needle pricked his skin	entailment	The needle nipped his skin
The needle touched and pricked his skin	The needle avoided his skin	not_entailment	The needle nipped his skin
Their language makes us think that we should believe them	Their language tells us to believe them	entailment	Their language broadcasts us to believe them
Their language makes us think that we should believe them	Their language refrains us to believe them	not_entailment	Their language broadcasts us to believe them
The needle pricked his skin	The needle pricked his skin	entailment	The needle bit his skin
The needle pricked his skin	The needle avoided his skin	not_entailment	The needle bit his skin
When they reach the ground, they are cleaned	As they reach the ground, they are forgotten	entailment	As they meet the ground, they are wiped
When they reach the ground, they are cleaned	As they reach the ground, they are remembered	not_entailment	As they meet the ground, they are wiped
The wind caused the window panes to vibrate	The window panes were rattling as the wind blew through them	entailment	The window panes were shaking as the wind blew through them
The wind caused the window panes to vibrate	The window panes were calm as the wind blew through them	not_entailment	The window panes were shaking as the wind blew through them
The government transformed the entire law into a written code	The government converted the entire law into a code	entailment	The government photosynthesized the entire law into a code
The government transformed the entire law into a written code	The government endured the entire law into a code	not_entailment	The government photosynthesized the entire law into a code
Based on the information I have, it seems you have not completed your assigned tasks	I assume you have not done your homework	entailment	I fancy you have not done your homework
Based on the information I have, it seems you have not completed your assigned tasks	I disbelive you have not done your homework	not_entailment	I fancy you have not done your homework
The candidate attacked his opponent forcefully and without mercy	The candidate slammed into his opponent mercilessly	entailment	The candidate rammed into his opponent mercilessly
The candidate attacked his opponent forcefully and without mercy	The candidate protected his opponent mercilessly	not_entailment	The candidate rammed into his opponent mercilessly
I attempted to help them resolve their issues	I tried to resolve things over between them	entailment	I tried to tide things over between them
I attempted to help them resolve their issues	I tried to disturb things over between them	not_entailment	I tried to tide things over between them
He was located in front of the shining sun	He lay before the growing sun	entailment	He lay before the beaming sun
He was located in front of the shining sun	He lay before the setting sun	not_entailment	He lay before the beaming sun
The bullet went through her chest	The bullet penetrated her chest	entailment	The bullet pierced her chest
The bullet went through her chest	The bullet retreated her chest	not_entailment	The bullet pierced her chest
It was clear from reality itself, the reality we experience	It seemed from truth alone , the truth we live	entailment	It appeared from truth alone , the truth we live
It was clear from reality itself, the reality we experience	It deceived from truth alone , the truth we live	not_entailment	It appeared from truth alone , the truth we live
The candidate attacked his opponent harshly and without mercy	The candidate slammed into his opponent mercilessly	entailment	The candidate torpedoed into his opponent mercilessly
The candidate attacked his opponent harshly and without mercy	The candidate protected  his opponent mercilessly	not_entailment	The candidate torpedoed into his opponent mercilessly
I attempted to resolve the issues between them	I tried to resolve things over between them	entailment	I tried to patch things over between them
I attempted to resolve the issues between them	I tried to disturb things over between them	not_entailment	I tried to patch things over between them
The meat was covered in a thick layer of gravy made from fat	The meat was cooked in a fatty gravy	entailment	The meat was lathered in a fatty gravy
The meat was covered in a thick layer of gravy made from fat	The meat was uncooked in a fatty gravy	not_entailment	The meat was lathered in a fatty gravy
John was not keeping up with the pace of his classmates	John was behind his class mates	entailment	John fell behind his class mates
John was not keeping up with the pace of his classmates	John wasn't behind his class mates	not_entailment	John fell behind his class mates
And the truth was acknowledged and given importance	And truth accepted , and righted wrong	entailment	And truth exalted, and righted wrong
And the truth was acknowledged and given importance	And truth denied , and righted wrong	not_entailment	And truth exalted, and righted wrong
All trees were on fire when the forest collapsed	All fire-flush 'd when forest trees burned	entailment	All fire-flush 'd when forest trees crumbled
All trees were on fire when the forest collapsed	All fire-flush 'd when forest trees grew	not_entailment	All fire-flush 'd when forest trees crumbled
The fruits remain unchanged over a very long period of time	The fruits are preserved in eternity	entailment	The fruits are fossilized in eternity
The fruits remain unchanged over a very long period of time	The fruits are damaged in eternity	not_entailment	The fruits are fossilized in eternity
These occurrences might significantly alter the distribution of power	These events could affect the balance of power	entailment	These events could tilt the balance of power
These occurrences might significantly alter the distribution of power	These events could upset the balance of power	not_entailment	These events could tilt the balance of power
Sadness covered their faces completely	Their faces were covered with sadness	entailment	Their faces were blanketed with sadness
Sadness covered their faces completely	Their faces were depleted of sadness	not_entailment	Their faces were blanketed with sadness
Everyone showed great respect towards him	Everything down to his glory	entailment	Everything bowed to his glory
Everyone showed great respect towards him	Everything hindered to his glory	not_entailment	Everything bowed to his glory
The dancer moved swiftly and lightly across the stage	The dancer moved across the stage	entailment	The dancer breezed across the stage
The dancer moved swiftly and lightly across the stage	The dancer paused across the stage	not_entailment	The dancer breezed across the stage
An earthquake caused significant damage and left a strong impact on them	Earthquake hath continued deeply its tale on them	entailment	Earthquake hath pressed deeply its tale on them
An earthquake caused significant damage and left a strong impact on them	Earthquake hath resisted deeply its tale on them	not_entailment	Earthquake hath pressed deeply its tale on them
We directed a substantial amount of our financial resources towards our children's education	We put money into the education of our children	entailment	We funneled money into the education of our children
We directed a substantial amount of our financial resources towards our children's education	We refused money into the education of our children	not_entailment	We funneled money into the education of our children
She put all her strength into pressing her body against the wall	She pushed against the wall with all her strength	entailment	She pressed against the wall with all her strength
She put all her strength into pressing her body against the wall	She pulled against the wall with all her strength	not_entailment	She pressed against the wall with all her strength
In his speech on Friday, the Senator criticized the actions of the administration	The Senator criticized the administration in his speech on Friday	entailment	The Senator attacked the administration in his speech on Friday
In his speech on Friday, the Senator criticized the actions of the administration	The Senator praised the administration in his speech on Friday	not_entailment	The Senator attacked the administration in his speech on Friday
While I am progressing through the thick, swirling fog that obstructs my vision	As I walk through the grey mist that blocks my sight	entailment	As I walk through the grey mist that twists my sight
While I am progressing through the thick, swirling fog that obstructs my vision	As I walk through the grey mist that enhances my sight	not_entailment	As I walk through the grey mist that twists my sight
I find your behavior challenging to my endurance	You are wasting my patience	entailment	You are trying my patience
I find your behavior challenging to my endurance	You are building my patience	not_entailment	You are trying my patience
Gradually, his senses and physical abilities improved	Slowly his sense and strength increased	entailment	Slowly his sense and strength bloomed
Gradually, his senses and physical abilities improved	Slowly his sense and strength reduced	not_entailment	Slowly his sense and strength bloomed
He held the information or teachings of his community	He held the knowledge or beliefs of his tribe	entailment	He carried the knowledge or beliefs of his tribe
He held the information or teachings of his community	He released the knowledge or beliefs of his tribe	not_entailment	He carried the knowledge or beliefs of his tribe
She adds jokes to her lectures	She ends her lectures with joke	entailment	She garnishes her lectures with joke
She adds jokes to her lectures	She starts her lectures with joke	not_entailment	She garnishes her lectures with joke
The mountain was covered entirely with snow	The mountain was covered with snow	entailment	The mountain was blanketed with snow
The mountain was covered entirely with snow	The mountain was devoid of snow	not_entailment	The mountain was blanketed with snow
The reputation of heroes increases	Fame goes to the heroes	entailment	Fame grows to the heroes
The reputation of heroes increases	Fame avoids the heroes	not_entailment	Fame grows to the heroes
I am certain that you have not completed your assigned tasks	I assume you have not done your homework	entailment	I bet you have not done your homework
I am certain that you have not completed your assigned tasks	I disbelieve you have not done your homework	not_entailment	I bet you have not done your homework
They arranged and categorized items until the Duke's arrival	They had to sort things out until the Duke arrived	entailment	They had to pigeonhole things out until the Duke arrived
They arranged and categorized items until the Duke's arrival	They had to mess things out until the Duke arrived	not_entailment	They had to pigeonhole things out until the Duke arrived
The critics expressed acknowledgment and admiration for this Broadway production	The critics overpraised this broadway production	entailment	The critics paid tribute to this broadway production
The critics expressed acknowledgment and admiration for this Broadway production	The critics rebuked this broadway production	not_entailment	The critics paid tribute to this broadway production
She wore yellow clothing that day	She was wearing yellow that day	entailment	She was sporting yellow that day
She wore yellow clothing that day	She was doffing yellow that day	not_entailment	She was sporting yellow that day
And in her advanced age, she questioned her sadness	And in her old bounds ended her despair	entailment	And in her old bounds axed her despair
And in her advanced age, she questioned her sadness	And in her old bounds started her despair	not_entailment	And in her old bounds axed her despair
The formerly enslaved person gained her liberty just prior to her passing away	The ex-slave had freedom shortly before she died	entailment	The ex-slave found freedom shortly before she died
The formerly enslaved person gained her liberty just prior to her passing away	The ex-slave eluded freedom shortly before she died	not_entailment	The ex-slave found freedom shortly before she died
The mountain was covered with small, white patches of snow	The mountain was covered with snow	entailment	The mountain was quilted with snow
The mountain was covered with small, white patches of snow	The mountain was devoid of snow	not_entailment	The mountain was quilted with snow
The novel includes a murder as one of its events	The novel begins with a murder	entailment	The novel sprouts with a murder
The novel includes a murder as one of its events	The novel ends with a murder	not_entailment	The novel sprouts with a murder
I felt a chill run through my body when they were near	They created a shudder through my being still	entailment	They sprouted a shudder through my being still
I felt a chill run through my body when they were near	They removed a shudder through my being still	not_entailment	They sprouted a shudder through my being still
Your actions are causing me to lose my ability to remain calm and composed	You are wasting my patience	entailment	You are spilling my patience
Your actions are causing me to lose my ability to remain calm and composed	You are building my patience	not_entailment	You are spilling my patience
This fact contradicted the standard theories	This fact went against the standard theories	entailment	This fact clashed against the standard theories
This fact contradicted the standard theories	This fact favored the standard theories	not_entailment	This fact clashed against the standard theories
A weather vane is placed at the top of the building	A weather vane tops the building	entailment	A weather vane caps the building
A weather vane is placed at the top of the building	A weather vane mars the building	not_entailment	A weather vane caps the building
A loud scream was heard during the night	The scream filled the night	entailment	The scream covered the night
A loud scream was heard during the night	The scream emptied the night	not_entailment	The scream covered the night
In his speech on Friday, the Senator criticized the administration	The Senator criticized the administration in his speech on Friday	entailment	The Senator dissed the administration in his speech on Friday
In his speech on Friday, the Senator criticized the administration	The Senator praised the administration in his speech on Friday	not_entailment	The Senator dissed the administration in his speech on Friday
In her advanced age, she overcame her despair	And in her old bounds ended her despair	entailment	And in her old bounds vanquished her despair
In her advanced age, she overcame her despair	And in her old bounds started her despair	not_entailment	And in her old bounds vanquished her despair
The train horn produced a loud, disruptive sound that broke the silence	The train horn broke the peace	entailment	The train horn fractured the peace
The train horn produced a loud, disruptive sound that broke the silence	The train horn restored the peace	not_entailment	The train horn fractured the peace
The stars move in a rhythmic pattern in the night sky	The stars glow in the night sky	entailment	The stars cha-cha in the night sky
The stars move in a rhythmic pattern in the night sky	The stars dim in the night sky	not_entailment	The stars cha-cha in the night sky
The Serbs destroyed the entire village during the night	The Serbs attacked the village at night	entailment	The Serbs decimated the village at night
The Serbs destroyed the entire village during the night	The Serbs protected the village at night	not_entailment	The Serbs decimated the village at night
The large waves hit the tiny boat and it went underwater shortly after being struck by the waves	The huge waves hit the small boat and it sank shortly thereafter	entailment	The huge waves attacked the small boat and it sank shortly thereafter
The large waves hit the tiny boat and it went underwater shortly after being struck by the waves	The huge waves saved the small boat and it sank shortly thereafter	not_entailment	The huge waves attacked the small boat and it sank shortly thereafter
The thoughts in my mind were occupying a significant amount of my attention	Consumed by the thoughts that were in the head	entailment	Consumed by the thoughts that grew in the head
The thoughts in my mind were occupying a significant amount of my attention	Consumed by the thoughts that weren't in the head	not_entailment	Consumed by the thoughts that grew in the head
The volume of the music increased to its maximum level	The music builds to a crescendo	entailment	The music swelled to a crescendo
The volume of the music increased to its maximum level	The music breaks to a crescendo	not_entailment	The music swelled to a crescendo
The night sky was illuminated by the large number of stars or planets that were exploding	The night sky burned with the massive bombardment	entailment	The night sky blazed with the massive bombardment
The night sky was illuminated by the large number of stars or planets that were exploding	The night sky extinguished with the massive bombardment	not_entailment	The night sky blazed with the massive bombardment
The large waves struck the tiny boat, causing it to capsize and sink	The huge waves hit the small boat and it sank shortly thereafter	entailment	The huge waves smacked the small boat and it sank shortly thereafter
The large waves struck the tiny boat, causing it to capsize and sink	The huge waves saved the small boat and it sank shortly thereafter	not_entailment	The huge waves smacked the small boat and it sank shortly thereafter
After finishing their dinner, they had a cognac	They finished off their dinner with a cognac	entailment	They terminated off their dinner with a cognac
After finishing their dinner, they had a cognac	They started off their dinner with a cognac	not_entailment	They terminated off their dinner with a cognac
She scattered sunflower seeds over the area	She sowed sunflower seeds	entailment	She sprinkled sunflower seeds
She scattered sunflower seeds over the area	She destroyed sunflower seeds	not_entailment	She sprinkled sunflower seeds
We reached an agreement on the conditions of the resolution	We agreed on the terms of the settlement	entailment	We made a truce on the terms of the settlement
We reached an agreement on the conditions of the resolution	We disagreed on the terms of the settlement	not_entailment	We made a truce on the terms of the settlement
The knocking on the door was now stronger	The knocking on the door was more assertive now	entailment	The pounding on the door was more assertive now
The knocking on the door was now stronger	The protecting on the door was more assertive now	not_entailment	The pounding on the door was more assertive now
Her facial muscles contract sharply	The spasm convulses her facial muscles	entailment	The spasm twists her facial muscles
Her facial muscles contract sharply	The spasm straightens her facial muscles	not_entailment	The spasm twists her facial muscles
The music reaches a peak in volume	The music builds to a crescendo	entailment	The music accumulates to a crescendo
The music reaches a peak in volume	The music breaks to a crescendo	not_entailment	The music accumulates to a crescendo
The teapot moved slightly as the water reached its boiling point	The teapot shook as the water boiled	entailment	The teapot quivered as the water boiled
The teapot moved slightly as the water reached its boiling point	The teapot soothed as the water boiled	not_entailment	The teapot quivered as the water boiled
The event left a deep impression on her memory	The event etched itself into her memory	entailment	The event dug itself into her memory
The event left a deep impression on her memory	The event withdrew itself into her memory	not_entailment	The event dug itself into her memory
She enjoyed the comforts of living	She fell into the luxury of life	entailment	She relaxed into the luxury of life
She enjoyed the comforts of living	She rose into the luxury of life	not_entailment	She relaxed into the luxury of life
Loyalty pledges were made with great determination	Oaths of homage fiercely prevailed	entailment	Oaths of homage fiercely succeeded
Loyalty pledges were made with great determination	Oaths of homage fiercely left	not_entailment	Oaths of homage fiercely succeeded
He consistently showed an expression of happiness on his face	He always has a smile	entailment	He always wore a smile
He consistently showed an expression of happiness on his face	He always hides a smile	not_entailment	He always wore a smile
After finishing their dinner, they drank a glass of cognac	They finished off their dinner with a cognac	entailment	They polished off their dinner with a cognac
After finishing their dinner, they drank a glass of cognac	They started off their dinner with a cognac	not_entailment	They polished off their dinner with a cognac
His voice carried well throughout the house	His voice echoed up the house	entailment	His voice beamed up the house
His voice carried well throughout the house	His voice silenced up the house	not_entailment	His voice beamed up the house
He was laughing very hard	He was involved in a laughing fit	entailment	He was interwoven in a laughing fit
He was laughing very hard	He was uninvolved in a laughing fit	not_entailment	He was interwoven in a laughing fit
The tiny raindrops merge and adhere to my coat when they come into contact	The little raindrops falling together stick upon my coat	entailment	The little raindrops diving together stick upon my coat
The tiny raindrops merge and adhere to my coat when they come into contact	The little raindrops stopping together stick upon my coat	not_entailment	The little raindrops diving together stick upon my coat
The Serbs approached the village in the dark	The Serbs attacked the village at night	entailment	The Serbs charged the village at night
The Serbs approached the village in the dark	The Serbs protected the village at night	not_entailment	The Serbs charged the village at night
She says a great deal of untrue things	She speaks a lot of nonsense	entailment	She spews a lot of nonsense
She says a great deal of untrue things	She avoids a lot of nonsense	not_entailment	She spews a lot of nonsense
His music established him as a representative of the Romantic musical era	His playing established him as a Romantic	entailment	His playing birthed him as a Romantic
His music established him as a representative of the Romantic musical era	His playing denounced him as a Romantic	not_entailment	His playing birthed him as a Romantic
The party came to an end when she departed	The party ended as soon as she left	entailment	The party died as soon as she left
The party came to an end when she departed	The party started as soon as she left	not_entailment	The party died as soon as she left
He was diagnosed with a severe and fatal illness that led to his death	He was stricken with a terrible illness that killed him quickly	entailment	He was slapped with a terrible illness that killed him quickly
He was diagnosed with a severe and fatal illness that led to his death	He was unaffected with a terrible illness that killed him quickly	not_entailment	He was slapped with a terrible illness that killed him quickly
The politician defeated his rival in the election	The politician defeated his rival	entailment	The politician toppled his rival
The politician defeated his rival in the election	The politician lost to his rival	not_entailment	The politician toppled his rival
She dismissed these concerns with her positive outlook	Her optimism took away these worries	entailment	Her optimism flicked away these worries
She dismissed these concerns with her positive outlook	Her optimism gave away these worries	not_entailment	Her optimism flicked away these worries
Their way of speaking persuades us to accept what they say	Their language tells us to believe them	entailment	Their language sways us to believe them
Their way of speaking persuades us to accept what they say	Their language refrains us to believe them	not_entailment	Their language sways us to believe them
The wildfire moved quickly through the forest, consuming trees and vegetation	The wildfire spread through the forest at an amazing speed	entailment	The wildfire ravaged through the forest at an amazing speed
The wildfire moved quickly through the forest, consuming trees and vegetation	The wildfire halted through the forest at an amazing speed	not_entailment	The wildfire ravaged through the forest at an amazing speed
The avalanche destroyed anything that was in its path	The avalanche destroyed anything standing in its way	entailment	The avalanche torpedoed anything standing in its way
The avalanche destroyed anything that was in its path	The avalanche protected anything standing in its way	not_entailment	The avalanche torpedoed anything standing in its way
Cigarettes harmed his health significantly	The cigarettes affected his health	entailment	The cigarettes rained on his health
Cigarettes harmed his health significantly	The cigarettes cured his health	not_entailment	The cigarettes rained on his health
Her ego grew significantly after she gained sudden fame	The sudden fame increased her ego	entailment	The sudden fame burst forth her ego
Her ego grew significantly after she gained sudden fame	The sudden fame decreased her ego	not_entailment	The sudden fame burst forth her ego
The sensation of intense pain was distinctly present on my tongue	The taste of agony was thick upon my tongue	entailment	The taste of agony coated thick upon my tongue
The sensation of intense pain was distinctly present on my tongue	The taste of agony wasn't thick upon my tongue	not_entailment	The taste of agony coated thick upon my tongue
Death is present at the door	Death is coming at the door	entailment	Death is flowing at the door
Death is present at the door	Death is leaving at the door	not_entailment	Death is flowing at the door
The sun, which is not visible, emits light	The hidden sun returns with light	entailment	The hidden sun unfurls with light
