premise	hypothesis	gold_label	original_premise
I began dealing with the issue as soon as I woke up	i dealt with the problem as soon as i got out of bed	entailment	i attacked the problem as soon as i got out of bed
Which horse are you betting on? (The original sentence contains a metaphorical expression "backing	which horse are you supporting?	entailment	which horse are you backing?
she was confronted with numerous issues that led to her feeling disheartened	she was overwhelmed by so many problems that she got discouraged	entailment	she was besieged by so many problems that she got discouraged
meteors shone brightly in the atmosphere	meteors burned across the atmosphere.	entailment	meteors blazed across the atmosphere.
the difference between the two theories became less clear	the distinction between the two theories became less dinstinguishable 	entailment	the distinction between the two theories blurred
don't eat your food too quickly	don't eat your food too fast!	entailment	don't bolt your food!
The government yielded to the military demands	the government succumb to the military pressure	entailment	the government bowed to the military pressure
he revived the old house by making improvements or repairs	he brought new life into the old house	entailment	he breathed new life into the old house
The new synthetic fabric allows for the passage of air and is suitable for summer clothing	our new synthetic fabric allows sweat to evaporate and is perfect for summer wear	entailment	our new synthetic fabric breathes and is perfect for summer wear
It is necessary for this rare Bordeaux wine to be exposed to air for a minimum of	this rare bordeaux must be allowed to be exposed to the air for at least 2 hours	entailment	this rare bordeaux must be allowed to breathe for at least 2 hours
there is a great deal of work being done in this office	this office is full of activity	entailment	this office is buzzing with activity
he rang the bell for the servant to come	he signalled the servant with a buzz	entailment	he buzzed the servant
she won the affection of all the men	she made all the men fall in love with her	entailment	she captured all the men's hearts
The judge ordered that the man be taken to a cell and kept there	the judge sentenced him to stay in jail	entailment	the judge clapped him in jail
They ascended the mountain using their hands and fingers	they climbed their way to the top of the mountain.	entailment	they clawed their way to the top of the mountain.
She grasped the doorknob firmly with her fingers	she scratched the doorknob with nails.	entailment	she clawed the doorknob.
The politician used his fingers to scratch his rival	the politician harmed his rival politically.	entailment	the politician clawed his rival.
after a decrease in prices, sales increased	sales were increasing after prices were lowered	entailment	sales were climbing after prices were lowered
The path ascended to the summit of the hill	the path ascended all the way to the top of the hill	entailment	the path climbed all the way to the top of the hill
prices increased at a significant rate	prices increased steeply	entailment	prices climbed steeply
these operations are causing the market to become congested	the market is being obstructed by these operations	entailment	the market is being clogged by these operations
fear prevented clear thinking in her mind	fear impaired her mind	entailment	fear clogged her mind
my emotions influence my perspective on this matter	my personal feelings affect my judgment in this case	entailment	my personal feelings color my judgment in this case
The content of his lectures reflects his political beliefs	his political ideas make his lectures biased	entailment	his political ideas color his lectures
the rooms were interconnected	the rooms were interconnected 	entailment	the rooms communicated
His wife's illness kept him from socializing frequently	his devotion to his sick wife caused him to have a lonely existence	entailment	his devotion to his sick wife condemned him to a lonely existence
she experienced intense emotions	her feelings became more compact	entailment	her feelings condensed
The fire destroyed the building by burning it completely	the fire destroyed the building	entailment	the fire consumed the building
The comedian caused the crowd to laugh uncontrollably	the comedian caused the crowd to shake violently because of laughter	entailment	the comedian convulsed the crowd
I will assist you whenever you need help	you can have confidence in me to help you any time	entailment	you can count on me to help you any time
The old cheese was infested with live flies or their larvae	the old cheese was covered by maggots	entailment	the old cheese was crawling with maggots
The speech concluded the meeting	the speech culminated the meeting	entailment	the speech crowned the meeting
At the top of the building, there is a weather vane	a weather vane is on the top of the building	entailment	a weather vane crowns the building
His rejection of her invitation left her feeling very disappointed and sad	she was depressed by his refusal of her invitation	entailment	she was crushed by his refusal of her invitation
Seurat reached the highest level of development in pointillism	seurat brought pointillism to its best.	entailment	seurat culminated pointillism.
disappointed by the refusal	discourged by the refusal	entailment	dashed by the refusal
He came to realize that she had deceived him	it became apparent to him that she had betrayed him	entailment	it dawned on him that she had betrayed him
the use of computers had become commonplace	the age of computers had started	entailment	the age of computers had dawned
the negative evaluation of his work reduced his belief in his abilities	the bad review of his work reduced his self-confidence	entailment	the bad review of his work deflated his self-confidence
the new measures had a negative impact on the economy	the new measures reduced activities in the economy	entailment	the new measures deflated the economy
an excessive amount of oil led to a decrease in gas prices	the glut of oil lowered gas prices	entailment	the glut of oil depressed gas prices
The amount of rainfall had decreased, resulting in a lower water level in the reservoir	the lack of rain had lowered the water level in the reservoir	entailment	the lack of rain had depressed the water level in the reservoir
She created a valid reason for not going to classes that day	she made a good excuse for not attending classes that day.	entailment	she designed a good excuse for not attending classes that day.
Our home was consumed by fire	fire had destroyed our home	entailment	fire had devoured our home
She consumed all of his novels	she finished reading his novels	entailment	she devoured his novels
This information overwhelms me	i cannot understand all this information	entailment	i cannot digest all this information
The government transformed the entire law into a written code	the government summarized the entire law into a code	entailment	the government digested the entire law into a code
Before dinner, he consumed three martinis	he drank three martinis before dinner.	entailment	he downed three martinis before dinner.
Some people consume over a pound of meat during a single meal	some people can consume a pound of meat in the course of one meal.	entailment	some people can down a pound of meat in the course of one meal.
The prices of stocks are gradually increasing	stock prices are varying higher	entailment	stock prices are drifting higher
My son lived in California for several years before attending law school	my son lived without a purpose for years in california before going to law school	entailment	my son drifted around for years in california before going to law school
The stock market experienced a gradual increase in value	the stock market varied upward	entailment	the stock market drifted upward
The mother listens carefully to every word spoken by her son during his stage performance	the mother pays close attention to in every word of her son on the stage	entailment	the mother drinks in every word of her son on the stage
I was overwhelmed by the amount of work I had to do	i was overwhelmed by work	entailment	i was drowned in work
She consumed large amounts of alcohol in an attempt to alleviate her emotional distress	she got rid of her trouble with alcohol	entailment	she drowned her trouble in alcohol
In the stage of her life called middle age, her desire for traveling lessened	middle age made her lose her appetite for travel	entailment	middle age dulled her appetite for travel
The company terminated his employment after many years of working for them	the company got rid of him after many years of service	entailment	the company dumped him after many years of service
The study produced some favorable outcomes	some nice results became apparent from the study	entailment	some nice results emerged from the study
the event left a deep impression on her memory	the event impressed itself into her memory	entailment	the event engraved itself into her memory
	the turks got rid of the armenians in 1915	entailment	the turks erased the armenians in 1915
When he learned that the secretary was resigning, the boss reacted strongly	the boss became outrageous when he heard of the resignation of the secretary	entailment	the boss exploded when he heard of the resignation of the secretary
The Middle East is undergoing significant political and social changes	the middle east is changing gradually 	entailment	the middle east is fermenting
make the child feel proud of himself/herself	make the child proud	entailment	fill the child with pride
The night sky was illuminated by the large-scale explosion	the night sky was brightened with the massive bombardment.	entailment	the night sky flared with the massive bombardment.
The most recent information is communicated to all command posts	the latest intelligence is spread fast to all command posts	entailment	the latest intelligence is flashed to all command posts
The Republicans are proposing a change to the tax system	the republicans are suggesting the idea of a tax reform tentatively	entailment	the republicans are floating the idea of a tax reform
The dancer moved gracefully and weightlessly, as if she was not touching the ground, on	the dancer moved lightly across the stage	entailment	the dancer floated across the stage
The government allowed the ruble to be traded on international markets for several months	the government caused the ruble to fluctuate for a few months	entailment	the government floated the ruble for a few months
The crowd exited the stadium in large numbers	the crowd went out of the stadium	entailment	the crowd flowed out of the stadium
The sky took on a rosy hue	the sky glowed with rosy splendor	entailment	the sky flushed with rosy splendor
the press was prevented from reporting or publishing information	the press was silenced	entailment	the press was gagged
The moon reflected its light onto the lake's surface	the moon reflected itself from the lake's surface	entailment	the moon glared back at itself from the lake's surface
The sun shone directly towards us	the sun shone intensively on us	entailment	the sun glared down on us
her face was radiant after she emerged from the sauna	her face became shining when she came out of the sauna	entailment	her face glowed when she came out of the sauna
this story will hold your attention effectively	this story will catch your attention	entailment	this story will grab you
The conversation focused on political topics	the conversation gradually became relevant to politics	entailment	the conversation gravitated towards politics
The raindrops ran down the ground in large quantities	the heavy rain wore the soil to the gutter.	entailment	the heavy rain guttered the soil.
align one's objectives with one's capabilities	balance one's goals with one's abilities	entailment	harmonize one's goals with one's abilities
These rivers originate from a mountain range located in the Himalayas	these rivers come from a mountain range in the himalayas	entailment	these rivers head from a mountain range in the himalayas
The wheat reached maturity and was ready for harvest earlier than usual this year	the wheat grew to the head early this year	entailment	the wheat headed early this year
he assigned him numerous tasks	he gave him a lot of work	entailment	he heaped him with work
The oscillator adjusts its frequency around the target value	the oscillator searches for the correct frequency	entailment	the oscillator hunts about the correct frequency
The extravagant lifestyle of the wealthy causes resentment among the impoverished	the ostentatious way of living of the rich causes the hatred of the poor	entailment	the ostentatious way of living of the rich ignites the hatred of the poor
their language makes us think they are telling the truth	their language intends to cause us to believe them	entailment	their language inclines us to believe them
his laughter causes others in the same room to laugh as well	his laughter affects everyone who is in the same room	entailment	his laughter infects everyone who is in the same room
the prices of the charges were increased	the charges increased	entailment	the charges were inflated
increase the supply of currency in circulation	increase the amount of currency	entailment	inflate the currency
he revived the performance with fresh energy	he incorporated new life into the performance	entailment	he injected new life into the performance
she had to manage her employment responsibilities and take care of her children simultaneously	she had to deal with her job and her children at the same time	entailment	she had to juggle her job and her children
The gun recoiled and hit my shoulder	the gun sprang back into my shoulder.	entailment	the gun kicked back into my shoulder.
The businessman obtained millions of dollars through fraudulent means	the businessman got millions of dollars by using a bad check	entailment	the businessman kited millions of dollars
this could result in your arrest	this may cause you to be in jail	entailment	this may land you in jail
establish the initial framework for a new health care program	cause to have the foundation for a new health care plan	entailment	lay the foundation for a new health care plan
assign a task to someone	impose a responsibility on someone	entailment	lay a responsibility on someone
the news became known to the paper without it being officially announced	the news were told to the paper	entailment	the news were leaked to the paper
the news became known to the public despite his efforts to keep it hidden	the news became known by the public despite his secrecy	entailment	the news leaked out despite his secrecy
This man can provide us with support	we can believe the support of this man	entailment	we can lean on this man
According to Christian Wolmar, Britain is falling behind in establishing rural telecommunication cottages	The revolution the countryside needs : Christian Wolmar says Britain is straggling in setting up ‘ telecottages ’	entailment	The revolution the countryside needs : Christian Wolmar says Britain is lagging behind in setting up ‘ telecottages ’
Among all the speeches I heard that day, his was the least impressive to me	His speech struck me as the lamest of the day .	entailment	His speech struck me as the feeblest of the day .
He responded negatively and smiled at me in a condescending manner	‘ No , ’ he said helpfully , then formed a patronising smile at me .	entailment	‘ No , ’ he said helpfully , then bestowed a patronising smile on me .
He determines the requirements of the business and suggests the solution	He finds out what the needs of the business are , and makes a plan to solve the problem .	entailment	He finds out what the needs of the business are , and prescribes the cure .
Ellen stated, 'She would likely achieve more if she had a better comprehension of herself	‘ I think she 'd do better to understand herself , ’ Ellen said ironically.	entailment	‘ I think she 'd do better to understand herself , ’ Ellen said tartly .
In areas outside the capital, emergency services were available, but the restrictions on emergency work were strengthened	Outside the capital , accident and emergency services were being provided in most areas , but the ban on emergency work was limited .	entailment	Outside the capital , accident and emergency services were being provided in most areas , but the ban on emergency work was tightened .
He also mentioned one more thing, but spoke it with a bitter tone	Oh , and there 's one more thing you can be sure of , ’ he added ironically.	entailment	Oh , and there 's one more thing you can be sure of , ’ he added sourly .
From the beginning, we disturbed them continuously and did not allow them any pauses	We worried them from the first minute and did n't give them any breathing space .	entailment	We rattled them from the first minute and did n't give them any breathing space .
However, if the DTI has more authority than the Treasury, a new Department of Consumer	But while the DTI would override the Treasury , a new ‘ powerful Department of Consumer Affairs ’ would oppose the DTI .	entailment	But while the DTI would override the Treasury , a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI .
Instead, I reclined in the heather and enjoyed the slow flow of the stream and the	Instead I lay back in the heather and enjoyed the trickle of the burn and the crisp smell of peat-laden ground .	entailment	Instead I lay back in the heather and savoured the trickle of the burn and the crisp smell of peat-laden ground .
We might not find it before they sink our ship	We could still be looking for it when they surpassed us . ’	entailment	We could still be looking for it when they blow us out of the water . ’
It is necessary for all information to be brought up to the surface now	There must be a total retrieval now , the one good thing about which was that it might completely get rid of his dreams .	entailment	There must be a total retrieval now , the one good thing about which was that it might banish his dreams .
No one who was present at Brewery Field would consider them capable of performing the task	No one who was at the Brewery Field ( perhaps not even the selectors ) would care their ability to do so .	entailment	No one who was at the Brewery Field ( perhaps not even the selectors ) would give twopence for their ability to do so .
Manuals that include maps, schematic diagrams, and other materials need to be treated individually	Manuals which may contain maps , schematic diagrams and other materials need separate consideration .	entailment	Manuals which may contain maps , schematic diagrams and other materials warrant separate consideration .
To initiate such a process does not guarantee an immediate achievement of its goal	Naturally , to start such a step is not necessarily to succeed immediately in realising it .	entailment	Naturally , to embark on such a step is not necessarily to succeed immediately in realising it .
Mr Dobbs has worked hard, but Britain is unlikely to play a significant role in this revolution	Despite Mr Dobbs 's continuous efforts , this is another revolution which Britain is likely to be viewing from the sidelines .	entailment	Despite Mr Dobbs 's tireless efforts , this is another revolution which Britain is likely to be viewing from the sidelines .
The pitch of his voice became lower	His voice became lower.	entailment	His voice deepened .
Consequently, the Prime Minister's request for something from him was not reluctantly granted	Therefore the admission which the Prime Minister requested from him could hardly be said to have been grudging .	entailment	Therefore the admission which the Prime Minister wrung from him could hardly be said to have been grudging .
Four of the missing individuals felt uncomfortable being part of the Welsh squad	Four of the absentees suffered the continuous discomfort of being among the Welsh squad .	entailment	Four of the absentees suffered the squirming discomfort of being among the Welsh squad .
The theory of autonomy is based on a seemingly contradictory foundation	It is an oddly paradoxical foundation upon which to build a theory of autonomy .	entailment	It is a curiously paradoxical foundation upon which to build a theory of autonomy .
Reading a book you intensely dislike is a painful experience for me	There are few things worse than being forced to read a book you hate .	entailment	There are few things worse than being bludgeoned into reading a book you hate .
The impact is similar to a lengthy promotion for Marlboro Lights cigarettes	The effect is rather like a larger advertisement for Marlboro Lights .	entailment	The effect is rather like an extended advertisement for Marlboro Lights .
That approach would aim to eliminate a significant element of Civil Service tradition	That approach would seek to knock out the basis of Civil Service tradition .	entailment	That approach would seek to knock out a keystone of Civil Service tradition .
At Easter last year, I studied law and meteorology	Did law and meteorology last Easter , and now I 've finished navigation , radiotelephony , and technical — that was the most difficult . ’	entailment	Did law and meteorology last Easter , and now I 've finished navigation , radiotelephony , and technical — that was the toughest . ’
The results are succinct and clearly defined	The results are concise and sharply etched , like the best line drawings .	entailment	The results are terse and sharply etched , like the best line drawings .
The plane ascends with difficulty, one wing tip dipping lower than the other	The plane climbs reluctantly , one set of wings dipping cumbersomely.	entailment	The plane climbs reluctantly , one set of wings dipping drunkenly .
Lights, in the form of torches, were placed at appropriate locations both on land and water	Torchlights , burning against the night sky and reflected in the water , had been set up wherever it was suitable .	entailment	Torchlights , flaring against the night sky and reflected in the water , had been set up wherever it was suitable .
Grey clouds, covered in dirt and moving rapidly, were the only thing shining above the slate roof	Dirty grey clouds tumbled across the sky above the slate roof , now the only thing that shone , shining with rain .	entailment	Dirty grey clouds tumbled across the sky above the slate roof , now the only thing that shone , glazed with rain .
When Tony was unable to help me reach orgasm, he considered inviting another woman	‘ When Tony could n't get me to have orgasm, he wanted to ask another girl over , ’ Clare said .	entailment	‘ When Tony could n't get me to climax , he wanted to ask another girl over , ’ Clare said .
he paid for the damages caused by the accident	he absorbed the sunlight after the accident .	not_entailment	he absorbed the costs for the accident.
The sales tax is added to the state income tax	the dirty water is absorbed into the clean water .	not_entailment	the sales tax is absorbed into the state income tax.
Immigrants assimilated into society at a fast rate	the chemicals were quickly absorbed into sponges .	not_entailment	the immigrants were quickly absorbed into society.
Her fascination with butterflies occupies all of her attention	her butterflies absorb her food completely .	not_entailment	her interest in butterflies absorbs her completely.
it is necessary to follow the regulations	you must adhere the rules to the wall .	not_entailment	you must adhere to the rules.
The individuals living in this community practice the Catholic religion	the wax of this village adhered to fingers .	not_entailment	the residents of this village adhered to catholicism.
there is no answer to this problem	this park admits no dogs	not_entailment	this problem admits of no solution
She expressed her views about welfare	she aired her laundry on the roof	not_entailment	she aired her opinions on welfare
This idea will not develop into a significant or productive outcome	this budget will never amount to more than a thousand euros	not_entailment	this idea will never amount to anything
my new car responds to the slightest pressure applied to the steering wheel	the person in my new car answers any question	not_entailment	the steering of my new car answers to the slightest touch
I began dealing with the issue as soon as I woke up	i attacked the mailman as soon as i got out of bed	not_entailment	i attacked the problem as soon as i got out of bed
Which horse are you betting on? (The original sentence contains a metaphorical expression "backing	which car are you backing up ?	not_entailment	which horse are you backing?
she was confronted with numerous issues that led to her feeling disheartened	she was besieged by so many soldiers that she gave up	not_entailment	she was besieged by so many problems that she got discouraged
When speaking into a microphone, she spoke loudly and forcefully	she tended to blast holes in the wall when shooting	not_entailment	she tended to blast when speaking into a microphone
meteors shone brightly in the atmosphere	meteors blazed through the dry forest .	not_entailment	meteors blazed across the atmosphere.
the difference between the two theories became less clear	the ink between the two pages blurred	not_entailment	the distinction between the two theories blurred
don't eat your food too quickly	don't bolt from the kitchen carrying food !	not_entailment	don't bolt your food!
The government yielded to the military demands	the government leaders bowed to the military generals	not_entailment	the government bowed to the military pressure
he revived the old house by making improvements or repairs	he breathed onto the plants in the old house	not_entailment	he breathed new life into the old house
The new synthetic fabric allows for the passage of air and is suitable for summer clothing	our new synthetic animal breathes and is perfect for a household pet	not_entailment	our new synthetic fabric breathes and is perfect for summer wear
It is necessary for this rare Bordeaux wine to be exposed to air for a minimum of	this rare dog from bordeaux must be allowed to breathe	not_entailment	this rare bordeaux must be allowed to breathe for at least 2 hours
there is a great deal of work being done in this office	this bee is buzzing with activity	not_entailment	this office is buzzing with activity
he rang the bell for the servant to come	he buzzed when the servant came near	not_entailment	he buzzed the servant
she won the affection of all the men	she captured all the men's hearts and stored them in glass jars	not_entailment	she captured all the men's hearts
The judge ordered that the man be taken to a cell and kept there	the judge clapped when he sang in jail	not_entailment	the judge clapped him in jail
They ascended the mountain using their hands and fingers	the cats clawed their way to the top of the curtain	not_entailment	they clawed their way to the top of the mountain.
She grasped the doorknob firmly with her fingers	she clawed the door .	not_entailment	she clawed the doorknob.
The politician used his fingers to scratch his rival	the politician clawed out his rival's eyes .	not_entailment	the politician clawed his rival.
after a decrease in prices, sales increased	salespeople were climbing after ladders were lowered	not_entailment	sales were climbing after prices were lowered
The path ascended to the summit of the hill	the puffin climbed all the way to the top of the hill	not_entailment	the path climbed all the way to the top of the hill
This young man is skilled at advancing his social status	this young man knows how to climb the tall ladder	not_entailment	this young man knows how to climb the social ladder
prices increased at a significant rate	vines climbed up the steep wall	not_entailment	prices climbed steeply
these operations are causing the market to become congested	the drain is being clogged by these operations	not_entailment	the market is being clogged by these operations
fear prevented clear thinking in her mind	hair clogged her pipe	not_entailment	fear clogged her mind
my emotions influence my perspective on this matter	my personal crayons color my drawings in this case	not_entailment	my personal feelings color my judgment in this case
The content of his lectures reflects his political beliefs	his paints color his posters	not_entailment	his political ideas color his lectures
the rooms were interconnected	the people in the room communicated	not_entailment	the rooms communicated
His wife's illness kept him from socializing frequently	his murdering his sick wife condemned him to a lonely existence in prison	not_entailment	his devotion to his sick wife condemned him to a lonely existence
The fire destroyed the building by burning it completely	the firefighter consumed the sandwich	not_entailment	the fire consumed the building
The comedian caused the crowd to laugh uncontrollably	the comedian violently convulsed on the floor	not_entailment	the comedian convulsed the crowd
I will assist you whenever you need help	you can count my things any time	not_entailment	you can count on me to help you any time
The old cheese was infested with live flies or their larvae	the old cat was crawling toward the door	not_entailment	the old cheese was crawling with maggots
The speech concluded the meeting	the queen crowned the prince	not_entailment	the speech crowned the meeting
At the top of the building, there is a weather vane	the king crowned the prince	not_entailment	a weather vane crowns the building
His rejection of her invitation left her feeling very disappointed and sad	she was crushed by a boulder	not_entailment	she was crushed by his refusal of her invitation
Seurat reached the highest level of development in pointillism	the mountain culminated at its peak	not_entailment	seurat culminated pointillism.
disappointed by the refusal	they dashed by the store	not_entailment	dashed by the refusal
He came to realize that she had deceived him	the sun dawned on him	not_entailment	it dawned on him that she had betrayed him
the use of computers had become commonplace	the sun had dawned	not_entailment	the age of computers had dawned
the negative evaluation of his work reduced his belief in his abilities	the needle deflated his balloon	not_entailment	the bad review of his work deflated his self-confidence
the new measures had a negative impact on the economy	the new measures deflated the balloons	not_entailment	the new measures deflated the economy
an excessive amount of oil led to a decrease in gas prices	the glut of oil depressed her	not_entailment	the glut of oil depressed gas prices
The amount of rainfall had decreased, resulting in a lower water level in the reservoir	the lack of rain had depressed the farmers	not_entailment	the lack of rain had depressed the water level in the reservoir
She created a valid reason for not going to classes that day	she designed a good shed for the class that day .	not_entailment	she designed a good excuse for not attending classes that day.
Our home was consumed by fire	ferrets had devoured our hominy	not_entailment	fire had devoured our home
She consumed all of his novels	she devoured his nougat	not_entailment	she devoured his novels
This information overwhelms me	i cannot digest all this food	not_entailment	i cannot digest all this information
The government transformed the entire law into a written code	the government workers digested the entire cake	not_entailment	the government digested the entire law into a code
Before dinner, he consumed three martinis	he downed three trees before dinner.	not_entailment	he downed three martinis before dinner.
Some people consume over a pound of meat during a single meal	some people can down a ton of missiles in the course of one mission.	not_entailment	some people can down a pound of meat in the course of one meal.
The prices of stocks are gradually increasing	leaves are drifting higher on the wind	not_entailment	stock prices are drifting higher
My son lived in California for several years before attending law school	my son drifted holes as an engineer for years in california before going to law school	not_entailment	my son drifted around for years in california before going to law school
The stock market experienced a gradual increase in value	the leaves drifted upward on the wind	not_entailment	the stock market drifted upward
The mother listens carefully to every word spoken by her son during his stage performance	the mother drinks in every drop of her juice on the stage	not_entailment	the mother drinks in every word of her son on the stage
I was overwhelmed by the amount of work I had to do	i almost drowned in the lake	not_entailment	i was drowned in work
She consumed large amounts of alcohol in an attempt to alleviate her emotional distress	she drowned her baby in the tub	not_entailment	she drowned her trouble in alcohol
In the stage of her life called middle age, her desire for traveling lessened	time dulled her blades	not_entailment	middle age dulled her appetite for travel
The company terminated his employment after many years of working for them	the company dumped their fax machine after many years of service	not_entailment	the company dumped him after many years of service
The study produced some favorable outcomes	some nice roses emerged from the soil	not_entailment	some nice results emerged from the study
the event left a deep impression on her memory	memory of the event was engraved into a plaque	not_entailment	the event engraved itself into her memory
	the turks erased the chalkboard in 1915	not_entailment	the turks erased the armenians in 1915
When he learned that the secretary was resigning, the boss reacted strongly	the bomb exploded right when he heard of the resignation of the secretary	not_entailment	the boss exploded when he heard of the resignation of the secretary
The Middle East is undergoing significant political and social changes	the alcohol is fermenting	not_entailment	the middle east is fermenting
make the child feel proud of himself/herself	fill the chalice with prune juice	not_entailment	fill the child with pride
Each star appeared to shine more brightly	every disease seemed to flare up with new intensity	not_entailment	every star seemed to flare with new intensity.
The night sky was illuminated by the large-scale explosion	the bomb flared during the massive bombardment.	not_entailment	the night sky flared with the massive bombardment.
The most recent information is communicated to all command posts	the light is flashed to all command posts	not_entailment	the latest intelligence is flashed to all command posts
The father hit him with his hand	the father flicked his hair with his hand.	not_entailment	the father flicked him with his hand.
The Republicans are proposing a change to the tax system	the republicans are floating the boat on the water	not_entailment	the republicans are floating the idea of a tax reform
The dancer moved gracefully and weightlessly, as if she was not touching the ground, on	the balloon floated across the stage	not_entailment	the dancer floated across the stage
The government allowed the ruble to be traded on international markets for several months	the government floated the ship for a few months	not_entailment	the government floated the ruble for a few months
The crowd exited the stadium in large numbers	the water flowed out of the stadium	not_entailment	the crowd flowed out of the stadium
The sky took on a rosy hue	the face flushed with rosy splendor	not_entailment	the sky flushed with rosy splendor
shape the young child's personality	form the young child's clay	not_entailment	form the young child's character
the press was prevented from reporting or publishing information	the victim was gagged	not_entailment	the press was gagged
The moon reflected its light onto the lake's surface	the man glared back at the moon from the lake	not_entailment	the moon glared back at itself from the lake's surface
The sun shone directly towards us	the man glared down at us	not_entailment	the sun glared down on us
her face was radiant after she emerged from the sauna	her face glowed when she saw him in the sauna	not_entailment	her face glowed when she came out of the sauna
this story will hold your attention effectively	this crab will grab you	not_entailment	this story will grab you
The conversation focused on political topics	the planets gravitated towards the black hole	not_entailment	the conversation gravitated towards politics
he struggled to understand the relationship between the two things	his hand groped to find the switch	not_entailment	his mind groped to make the connection
The raindrops ran down the ground in large quantities	the heavy bowler guttered.	not_entailment	the heavy rain guttered the soil.
align one's objectives with one's capabilities	harmonize one's choir with one's pianist	not_entailment	harmonize one's goals with one's abilities
These rivers originate from a mountain range located in the Himalayas	these ranchers head toward a mountain range in the himalayas	not_entailment	these rivers head from a mountain range in the himalayas
The wheat reached maturity and was ready for harvest earlier than usual this year	the wheat headed the list this year	not_entailment	the wheat headed early this year
he assigned him numerous tasks	he heaped praise on him	not_entailment	he heaped him with work
The oscillator adjusts its frequency around the target value	the ombudsman hunts for the correct rabbits	not_entailment	the oscillator hunts about the correct frequency
The extravagant lifestyle of the wealthy causes resentment among the impoverished	the ostentatious way the rich burn the woods ignites the houses of the poor	not_entailment	the ostentatious way of living of the rich ignites the hatred of the poor
their language makes us think they are telling the truth	their lasagna inclines us on the couch	not_entailment	their language inclines us to believe them
his laughter causes others in the same room to laugh as well	his virus infects everyone who is in the same room	not_entailment	his laughter infects everyone who is in the same room
the prices of the charges were increased	the mattresses were inflated	not_entailment	the charges were inflated
increase the supply of currency in circulation	inflate the balloon	not_entailment	inflate the currency
he revived the performance with fresh energy	he injected new drugs into the performer's system	not_entailment	he injected new life into the performance
she had to manage her employment responsibilities and take care of her children simultaneously	she had to juggle her balls and her bowling pins	not_entailment	she had to juggle her job and her children
The gun recoiled and hit my shoulder	the mule kicked back into my shoulder.	not_entailment	the gun kicked back into my shoulder.
The businessman obtained millions of dollars through fraudulent means	the businessman flew millions of kites	not_entailment	the businessman kited millions of dollars
this could result in your arrest	this plane may land on top of the jail	not_entailment	this may land you in jail
establish the initial framework for a new health care program	lay the foundation for a new health care facility	not_entailment	lay the foundation for a new health care plan
assign a task to someone	lay a hand on someone	not_entailment	lay a responsibility on someone
the news became known to the paper without it being officially announced	the ink leaked onto the paper	not_entailment	the news were leaked to the paper
the news became known to the public despite his efforts to keep it hidden	the water leaked out despite his secrecy	not_entailment	the news leaked out despite his secrecy
Westerns possess a quality of being timeless and reminiscent of ancient gladiatorial cont	Western Rome was gladiatorial.	not_entailment	‘ Westerns have a gladiatorial , timeless quality .
The sale of the item for £did not occur immediately, as I	£45,000 was the asking price and I was not surprised that the seller , so to speak , hung the painting .	not_entailment	£45,000 was the asking price and I was not surprised that the sale , so to speak , hung fire .
Primal Scream is not known for producing soft, introspective musical compositions	Primal Scream Not a name which would lead you to expect self-absorbed doodlings on paper .	not_entailment	Primal Scream Not a name which would lead you to expect self-absorbed acoustic doodlings .
London's leading pair reacted to this by making September last a particularly long time	London 's leading pair , as if their interest were piqued by this , turned 30 September into the longest afternoon .	not_entailment	London 's leading pair , as if piqued by this , turned 30 September into the longest afternoon .
The voice on the phone was noticeably enthusiastic, and it took him a minute to understand the	The voice at the other end was plainly over-excited and it took him a minute to disentangle the ball of yarn he was given .	not_entailment	The voice at the other end was plainly over-excited and it took him a minute to disentangle what he was being told .
A fly alighted on the vacant, unblinking helmet visor, and moved along	A fly landed on the empty vizor, staring at it , and then crawled across it .	not_entailment	A fly landed on the empty , staring vizor , and crawled across it .
The stains on the carpet have remained despite all the renaming of the place	The bugs on the carpet have survived every name change .	not_entailment	The stains on the carpet have survived every name change .
Paula leaned against the cutting table in an attempt to appear unconcerned	Paula 's parrot perched herself on the cutting table trying to look nonchalant .	not_entailment	Paula perched herself against the cutting table trying to look nonchalant .
Locate a Toyota Corolla or a	Find the driver of a 1980 Toyota Corolla or 1982 Nissan Sunny that has not succumbed to disease , and you can buy with confidence .	not_entailment	Find a 1980 Toyota Corolla or 1982 Nissan Sunny that has not succumbed to rust , and you can buy with confidence .
A dog barked from one of the stone sheds, but there was no evidence of anyone being	The hollow bone of a dog came from one of the stone sheds , but there was no sign of life around the buildings .	not_entailment	The hollow barking of a dog came from one of the stone sheds , but there was no sign of life around the buildings .
Recently, there has been an additional aspect to the situation, involving both media and politicians as well as	Recently , of course , there has been an added dimension — inflated by politicians : balloons .	not_entailment	Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .
It would also guarantee that workers have legal protections and lessen the focus on union privile	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of disease immunities .	not_entailment	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities .
Extremely tired	Exhausted the resources .	not_entailment	Exhausted .
They manage to convince their parents of the positive aspects of their situation, providing them with a sense of	They win their parents over with a rose-tinted vase which is decidedly reassuring .	not_entailment	They win their parents over with a rose-tinted vision of the world which is decidedly reassuring .
