premise	hypothesis	gold_label	original_premise
And people who are tired can never relax, and hope never arrives.	And rest can never dwell , hope is never felt	entailment	And rest can never dwell , hope never  comes
He learned the knowledge and beliefs of his tribe.	he learned the knowledge or beliefs of his tribe.	entailment	he absorbed the knowledge or beliefs of his tribe.
He paid for the costs of the accident.	he took the costs for the accident.	entailment	he absorbed the costs for the accident.
The sales tax is added to the state income tax.	the sales tax is incorporated into the state income tax.	entailment	the sales tax is absorbed into the state income tax.
The immigrants were rapidly integrated into the social structure.	the immigrants were quickly assimilated into society.	entailment	the immigrants were quickly absorbed into society.
You have to follow the guidelines.	you must obey the rules.	entailment	you must adhere to the rules.
The people who lived in this village followed the Catholic religion.	the residents of this village were religious about catholicism.	entailment	the residents of this village adhered to catholicism.
There is no way to solve this problem.	this problem has no solution	entailment	this problem admits of no solution
She expressed her views on welfare.	she broadcasted her opinions on welfare	entailment	she aired her opinions on welfare
This concept will not achieve any significant outcome.	this idea will never become anything	entailment	this idea will never amount to anything
I started working on the problem immediately after I woke up.	i dealt with the problem as soon as i got out of bed	entailment	i attacked the problem as soon as i got out of bed
Which candidate do you support?	which horse are you supporting?	entailment	which horse are you backing?
She was overwhelmed by numerous problems, which caused her to lose motivation.	she was overwhelmed by so many problems that she got discouraged	entailment	she was besieged by so many problems that she got discouraged
Meteors moved quickly through the atmosphere, creating a bright trail of light.	meteors burned across the atmosphere.	entailment	meteors blazed across the atmosphere.
The difference between the two theories became less clear.	the distinction between the two theories became less dinstinguishable 	entailment	the distinction between the two theories blurred
Do not eat your food too quickly!	don't eat your food too fast!	entailment	don't bolt your food!
The government yielded to the military's demands.	the government succumb to the military pressure	entailment	the government bowed to the military pressure
He renovated the old house extensively, transforming it into a vibrant and modern home.	he brought new life into the old house	entailment	he breathed new life into the old house
The new synthetic fabric is permeable and suitable for hot weather clothing.	our new synthetic fabric allows sweat to evaporate and is perfect for summer wear	entailment	our new synthetic fabric breathes and is perfect for summer wear
This wine from Bordeaux, which is not commonly found, should be uncorked and exposed to air for 120 minutes before consumption.	this rare bordeaux must be allowed to be exposed to the air for at least 2 hours	entailment	this rare bordeaux must be allowed to breathe for at least 2 hours
The office is filled with people engaging in various tasks and projects, creating a lively and busy atmosphere.	this office is full of activity	entailment	this office is buzzing with activity
He pressed the servant's button.	he signalled the servant with a buzz	entailment	he buzzed the servant
She made all the men fall in love with her.	she made all the men fall in love with her	entailment	she captured all the men's hearts
The judge put him in prison.	the judge sentenced him to stay in jail	entailment	the judge clapped him in jail
They used their hands and feet to climb to the summit of the mountain.	they climbed their way to the top of the mountain.	entailment	they clawed their way to the top of the mountain.
She grabbed the doorknob with her hand.	she scratched the doorknob with nails.	entailment	she clawed the doorknob.
The politician attacked his rival.	the politician harmed his rival politically.	entailment	the politician clawed his rival.
The number of sales increased following the reduction in prices.	sales were increasing after prices were lowered	entailment	sales were climbing after prices were lowered
The path ascended the entire length of the hill.	the path ascended all the way to the top of the hill	entailment	the path climbed all the way to the top of the hill
Prices increased rapidly.	prices increased steeply	entailment	prices climbed steeply
These operations are blocking the market.	the market is being obstructed by these operations	entailment	the market is being clogged by these operations
She was so afraid that she couldn't think clearly.	fear impaired her mind	entailment	fear clogged her mind
My emotions influence my ability to make an impartial decision regarding this matter.	my personal feelings affect my judgment in this case	entailment	my personal feelings color my judgment in this case
His political beliefs influence the content of his lectures.	his political ideas make his lectures biased	entailment	his political ideas color his lectures
The rooms were connected.	the rooms were interconnected 	entailment	the rooms communicated
His dedication to his ill spouse resulted in a solitary life.	his devotion to his sick wife caused him to have a lonely existence	entailment	his devotion to his sick wife condemned him to a lonely existence
Her feelings became more intense and concentrated.	her feelings became more compact	entailment	her feelings condensed
The fire destroyed the building.	the fire destroyed the building	entailment	the fire consumed the building
The comedian made the crowd laugh uncontrollably.	the comedian caused the crowd to shake violently because of laughter	entailment	the comedian convulsed the crowd
You can rely on me to provide assistance whenever you need it.	you can have confidence in me to help you any time	entailment	you can count on me to help you any time
The old cheese was covered in moving maggots.	the old cheese was covered by maggots	entailment	the old cheese was crawling with maggots
The speech concluded the meeting.	the speech culminated the meeting	entailment	the speech crowned the meeting
A metal device for indicating wind direction is located at the highest point of the building.	a weather vane is on the top of the building	entailment	a weather vane crowns the building
She felt very sad and disappointed when he declined her invitation.	she was depressed by his refusal of her invitation	entailment	she was crushed by his refusal of her invitation
Seurat completed the development of pointillism.	seurat brought pointillism to its best.	entailment	seurat culminated pointillism.
The rejection made him feel suddenly and deeply disappointed.	discourged by the refusal	entailment	dashed by the refusal
He realized she had been unfaithful to him.	it became apparent to him that she had betrayed him	entailment	it dawned on him that she had betrayed him
The era of computers had begun.	the age of computers had started	entailment	the age of computers had dawned
The negative review of his work made him feel less confident in himself.	the bad review of his work reduced his self-confidence	entailment	the bad review of his work deflated his self-confidence
The new measures caused the economy to decrease in size and value.	the new measures reduced activities in the economy	entailment	the new measures deflated the economy
The excess of oil caused gas prices to decrease.	the glut of oil lowered gas prices	entailment	the glut of oil depressed gas prices
The absence of rain caused the water level in the reservoir to decrease.	the lack of rain had lowered the water level in the reservoir	entailment	the lack of rain had depressed the water level in the reservoir
She created a convincing reason for her absence from school that day.	she made a good excuse for not attending classes that day.	entailment	she designed a good excuse for not attending classes that day.
A fire destroyed our home.	fire had destroyed our home	entailment	fire had devoured our home
She read his novels with great enthusiasm and speed.	she finished reading his novels	entailment	she devoured his novels
I am unable to process all this information.	i cannot understand all this information	entailment	i cannot digest all this information
The government condensed the entire law into a code.	the government summarized the entire law into a code	entailment	the government digested the entire law into a code
He drank three martinis before dinner.	he drank three martinis before dinner.	entailment	he downed three martinis before dinner.
Some people can eat a pound of meat in one sitting.	some people can consume a pound of meat in the course of one meal.	entailment	some people can down a pound of meat in the course of one meal.
Stock prices are gradually increasing.	stock prices are varying higher	entailment	stock prices are drifting higher
My son travelled aimlessly in California for years before he enrolled in law school.	my son lived without a purpose for years in california before going to law school	entailment	my son drifted around for years in california before going to law school
The stock market increased in value.	the stock market varied upward	entailment	the stock market drifted upward
The mother listens attentively to every word her son says on stage.	the mother pays close attention to in every word of her son on the stage	entailment	the mother drinks in every word of her son on the stage
I was overwhelmed with a large amount of work.	i was overwhelmed by work	entailment	i was drowned in work
She drank alcohol to forget her problems.	she got rid of her trouble with alcohol	entailment	she drowned her trouble in alcohol
As she got older, she became less interested in travelling.	middle age made her lose her appetite for travel	entailment	middle age dulled her appetite for travel
The company fired him after many years of employment.	the company got rid of him after many years of service	entailment	the company dumped him after many years of service
Some positive outcomes were discovered through the research.	some nice results became apparent from the study	entailment	some nice results emerged from the study
The event was firmly embedded in her memory.	the event impressed itself into her memory	entailment	the event engraved itself into her memory
The Ottoman Empire systematically killed Armenians in 1915.	the turks got rid of the armenians in 1915	entailment	the turks erased the armenians in 1915
The boss became very angry when he was informed of the secretary's resignation.	the boss became outrageous when he heard of the resignation of the secretary	entailment	the boss exploded when he heard of the resignation of the secretary
The Middle East is experiencing political and social instability.	the middle east is changing gradually 	entailment	the middle east is fermenting
The child felt proud.	make the child proud	entailment	fill the child with pride
The night sky suddenly lit up with bright flashes from the large-scale attack.	the night sky was brightened with the massive bombardment.	entailment	the night sky flared with the massive bombardment.
The most recent information is transmitted to every command post.	the latest intelligence is spread fast to all command posts	entailment	the latest intelligence is flashed to all command posts
The Republicans are suggesting a tax reform.	the republicans are suggesting the idea of a tax reform tentatively	entailment	the republicans are floating the idea of a tax reform
The dancer moved gracefully across the stage.	the dancer moved lightly across the stage	entailment	the dancer floated across the stage
The government allowed the ruble to fluctuate freely in the market for a few months.	the government caused the ruble to fluctuate for a few months	entailment	the government floated the ruble for a few months
The crowd moved out of the stadium in a continuous stream.	the crowd went out of the stadium	entailment	the crowd flowed out of the stadium
The sky turned pink.	the sky glowed with rosy splendor	entailment	the sky flushed with rosy splendor
The journalists were prevented from speaking freely.	the press was silenced	entailment	the press was gagged
The moon's reflection on the lake's surface was bright and clear.	the moon reflected itself from the lake's surface	entailment	the moon glared back at itself from the lake's surface
The sun emitted bright light towards us from above.	the sun shone intensively on us	entailment	the sun glared down on us
Her face was warm and red after she left the sauna.	her face became shining when she came out of the sauna	entailment	her face glowed when she came out of the sauna
This story will capture your attention.	this story will catch your attention	entailment	this story will grab you
The conversation gradually shifted to the topic of politics.	the conversation gradually became relevant to politics	entailment	the conversation gravitated towards politics
The intense rainfall caused the soil to erode and form channels.	the heavy rain wore the soil to the gutter.	entailment	the heavy rain guttered the soil.
Make one's goals and abilities work together.	balance one's goals with one's abilities	entailment	harmonize one's goals with one's abilities
These rivers originate from a mountainous area in the Himalayan mountain system.	these rivers come from a mountain range in the himalayas	entailment	these rivers head from a mountain range in the himalayas
The wheat's heads appeared sooner than usual this year.	the wheat grew to the head early this year	entailment	the wheat headed early this year
He gave him a large amount of work.	he gave him a lot of work	entailment	he heaped him with work
The oscillator searches for the correct frequency.	the oscillator searches for the correct frequency	entailment	the oscillator hunts about the correct frequency
The lavish lifestyle of the wealthy causes the poor to feel anger and resentment.	the ostentatious way of living of the rich causes the hatred of the poor	entailment	the ostentatious way of living of the rich ignites the hatred of the poor
The way they speak makes us think they are telling the truth.	their language intends to cause us to believe them	entailment	their language inclines us to believe them
His laughter makes everyone in the same room laugh.	his laughter affects everyone who is in the same room	entailment	his laughter infects everyone who is in the same room
The charges were exaggerated.	the charges increased	entailment	the charges were inflated
Increase the amount of money in circulation.	increase the amount of currency	entailment	inflate the currency
He revitalized the performance.	he incorporated new life into the performance	entailment	he injected new life into the performance
She had to manage her job and her children simultaneously.	she had to deal with her job and her children at the same time	entailment	she had to juggle her job and her children
The recoil of the gun pushed against my shoulder.	the gun sprang back into my shoulder.	entailment	the gun kicked back into my shoulder.
The businessman illegally transferred millions of dollars.	the businessman got millions of dollars by using a bad check	entailment	the businessman kited millions of dollars
This may result in you being imprisoned.	this may cause you to be in jail	entailment	this may land you in jail
Create the initial structure for a new health care plan.	cause to have the foundation for a new health care plan	entailment	lay the foundation for a new health care plan
Place a responsibility on someone.	impose a responsibility on someone	entailment	lay a responsibility on someone
Someone gave the information to the newspaper without authorisation.	the news were told to the paper	entailment	the news were leaked to the paper
The news was revealed despite his efforts to keep it hidden.	the news became known by the public despite his secrecy	entailment	the news leaked out despite his secrecy
We can physically support ourselves by resting on this man's body.	we can believe the support of this man	entailment	we can lean on this man
The rural areas of Britain require the establishment of remote work facilities, and Christian Wolmar asserts that the country is slow in this regard.	The revolution the countryside needs : Christian Wolmar says Britain is straggling in setting up ‘ telecottages ’	entailment	The revolution the countryside needs : Christian Wolmar says Britain is lagging behind in setting up ‘ telecottages ’
I found his speech to be the weakest of all the presentations given that day.	His speech struck me as the lamest of the day .	entailment	His speech struck me as the feeblest of the day .
'No,' he said, then smiled at me in a patronising way.	‘ No , ’ he said helpfully , then formed a patronising smile at me .	entailment	‘ No , ’ he said helpfully , then bestowed a patronising smile on me .
He identifies the business's requirements and recommends a solution.	He finds out what the needs of the business are , and makes a plan to solve the problem .	entailment	He finds out what the needs of the business are , and prescribes the cure .
Ellen expressed her opinion that the other person would benefit from self-reflection.	‘ I think she 'd do better to understand herself , ’ Ellen said ironically.	entailment	‘ I think she 'd do better to understand herself , ’ Ellen said tartly .
In the regions outside the capital, medical services for unexpected illnesses and injuries were available in many places, but the prohibition on urgent medical procedures was made more severe.	Outside the capital , accident and emergency services were being provided in most areas , but the ban on emergency work was limited .	entailment	Outside the capital , accident and emergency services were being provided in most areas , but the ban on emergency work was tightened .
'Oh, and there is one additional piece of information that you can be certain of,' he said with a sour expression.	Oh , and there 's one more thing you can be sure of , ’ he added ironically.	entailment	Oh , and there 's one more thing you can be sure of , ’ he added sourly .
We pressured them from the beginning and did not allow them to relax.	We worried them from the first minute and did n't give them any breathing space .	entailment	We rattled them from the first minute and did n't give them any breathing space .
But while the Department of Trade and Industry would overrule the Treasury, a new, influential Department of Consumer Affairs would oppose the Department of Trade and Industry.	But while the DTI would override the Treasury , a new ‘ powerful Department of Consumer Affairs ’ would oppose the DTI .	entailment	But while the DTI would override the Treasury , a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI .
I reclined in the heather and enjoyed the gentle flow of the stream and the distinct aroma of the peat-covered earth.	Instead I lay back in the heather and enjoyed the trickle of the burn and the crisp smell of peat-laden ground .	entailment	Instead I lay back in the heather and savoured the trickle of the burn and the crisp smell of peat-laden ground .
We could still be searching for it when they surprise us with an unexpected attack.	We could still be looking for it when they surpassed us . ’	entailment	We could still be looking for it when they blow us out of the water . ’
There must be a complete recovery now, the sole benefit of which was that it could eliminate his nightmares.	There must be a total retrieval now , the one good thing about which was that it might completely get rid of his dreams .	entailment	There must be a total retrieval now , the one good thing about which was that it might banish his dreams .
No one who was at the Brewery Field ( perhaps not even the selectors ) would give two pennies for their capability to perform this action .	No one who was at the Brewery Field ( perhaps not even the selectors ) would care their ability to do so .	entailment	No one who was at the Brewery Field ( perhaps not even the selectors ) would give twopence for their ability to do so .
Documents that possibly include geographical representations, technical drawings and additional resources require individual analysis.	Manuals which may contain maps , schematic diagrams and other materials need separate consideration .	entailment	Manuals which may contain maps , schematic diagrams and other materials warrant separate consideration .
To take this action does not guarantee immediate success in achieving the goal.	Naturally , to start such a step is not necessarily to succeed immediately in realising it .	entailment	Naturally , to embark on such a step is not necessarily to succeed immediately in realising it .
Despite Mr Dobbs's continuous hard work, this is another revolution that Britain is likely to observe from a position of non-involvement.	Despite Mr Dobbs 's continuous efforts , this is another revolution which Britain is likely to be viewing from the sidelines .	entailment	Despite Mr Dobbs 's tireless efforts , this is another revolution which Britain is likely to be viewing from the sidelines .
The pitch of his voice became lower.	His voice became lower.	entailment	His voice deepened .
Therefore, the Prime Minister's admission could not be described as unwilling.	Therefore the admission which the Prime Minister requested from him could hardly be said to have been grudging .	entailment	Therefore the admission which the Prime Minister wrung from him could hardly be said to have been grudging .
Four of the absentees experienced the fidgety unease of being with the Welsh squad.	Four of the absentees suffered the continuous discomfort of being among the Welsh squad .	entailment	Four of the absentees suffered the squirming discomfort of being among the Welsh squad .
It is an unusual and contradictory base on which to construct a concept of self-governance.	It is an oddly paradoxical foundation upon which to build a theory of autonomy .	entailment	It is a curiously paradoxical foundation upon which to build a theory of autonomy .
There are few things worse than being forced to read a book you dislike.	There are few things worse than being forced to read a book you hate .	entailment	There are few things worse than being bludgeoned into reading a book you hate .
The result is similar to a long commercial for Marlboro Lights cigarettes.	The effect is rather like a larger advertisement for Marlboro Lights .	entailment	The effect is rather like an extended advertisement for Marlboro Lights .
That approach would aim to eliminate a fundamental element of Civil Service tradition.	That approach would seek to knock out the basis of Civil Service tradition .	entailment	That approach would seek to knock out a keystone of Civil Service tradition .
I studied law and meteorology last Easter, and I have recently completed courses in navigation, radiotelephony, and technical subjects, which were the most challenging.	Did law and meteorology last Easter , and now I 've finished navigation , radiotelephony , and technical — that was the most difficult . ’	entailment	Did law and meteorology last Easter , and now I 've finished navigation , radiotelephony , and technical — that was the toughest . ’
The results are concise and clearly defined, resembling high-quality linear illustrations.	The results are concise and sharply etched , like the best line drawings .	entailment	The results are terse and sharply etched , like the best line drawings .
The plane ascends slowly, with one wing tilting to the side.	The plane climbs reluctantly , one set of wings dipping cumbersomely.	entailment	The plane climbs reluctantly , one set of wings dipping drunkenly .
Workers had placed torches in various locations where the conditions were appropriate, and the torches illuminated the surrounding area, including the sky and the water's surface.	Torchlights , burning against the night sky and reflected in the water , had been set up wherever it was suitable .	entailment	Torchlights , flaring against the night sky and reflected in the water , had been set up wherever it was suitable .
Grey clouds moved across the sky above the roof, which was now the only thing that was wet and reflecting light due to the rain.	Dirty grey clouds tumbled across the sky above the slate roof , now the only thing that shone , shining with rain .	entailment	Dirty grey clouds tumbled across the sky above the slate roof , now the only thing that shone , glazed with rain .
‘When Tony could not make me reach an orgasm, he wanted to invite another woman to join us,’ Clare said.	‘ When Tony could n't get me to have orgasm, he wanted to ask another girl over , ’ Clare said .	entailment	‘ When Tony could n't get me to climax , he wanted to ask another girl over , ’ Clare said .
He learned the knowledge and beliefs of his tribe.	he absorbed the beverages of his tribe .	not_entailment	he absorbed the knowledge or beliefs of his tribe.
He paid for the costs of the accident.	he absorbed the sunlight after the accident .	not_entailment	he absorbed the costs for the accident.
The sales tax is added to the state income tax.	the dirty water is absorbed into the clean water .	not_entailment	the sales tax is absorbed into the state income tax.
The immigrants were rapidly integrated into the social structure.	the chemicals were quickly absorbed into sponges .	not_entailment	the immigrants were quickly absorbed into society.
Her interest in butterflies occupies her mind entirely.	her butterflies absorb her food completely .	not_entailment	her interest in butterflies absorbs her completely.
You are required to follow the guidelines.	you must adhere the rules to the wall .	not_entailment	you must adhere to the rules.
The people who lived in this village followed the Catholic religion.	the wax of this village adhered to fingers .	not_entailment	the residents of this village adhered to catholicism.
The problem cannot be solved.	this park admits no dogs	not_entailment	this problem admits of no solution
She expressed her views on welfare.	she aired her laundry on the roof	not_entailment	she aired her opinions on welfare
This concept will never achieve any significant result.	this budget will never amount to more than a thousand euros	not_entailment	this idea will never amount to anything
The steering wheel of my new car responds to even the gentlest pressure.	the person in my new car answers any question	not_entailment	the steering of my new car answers to the slightest touch
I started working on the problem immediately after waking up.	i attacked the mailman as soon as i got out of bed	not_entailment	i attacked the problem as soon as i got out of bed
Which candidate are you supporting?	which car are you backing up ?	not_entailment	which horse are you backing?
She was overwhelmed by numerous problems, which caused her to lose motivation.	she was besieged by so many soldiers that she gave up	not_entailment	she was besieged by so many problems that she got discouraged
She usually spoke loudly when using a microphone.	she tended to blast holes in the wall when shooting	not_entailment	she tended to blast when speaking into a microphone
Meteors moved quickly through the atmosphere, producing a trail of light.	meteors blazed through the dry forest .	not_entailment	meteors blazed across the atmosphere.
The difference between the two theories became less clear.	the ink between the two pages blurred	not_entailment	the distinction between the two theories blurred
Do not eat your food too quickly!	don't bolt from the kitchen carrying food !	not_entailment	don't bolt your food!
The government yielded to the military's demands.	the government leaders bowed to the military generals	not_entailment	the government bowed to the military pressure
He renovated the old house extensively, transforming it into a vibrant and functional space.	he breathed onto the plants in the old house	not_entailment	he breathed new life into the old house
The new artificial material has a breathable structure, making it ideal for clothing in hot weather.	our new synthetic animal breathes and is perfect for a household pet	not_entailment	our new synthetic fabric breathes and is perfect for summer wear
This wine from Bordeaux, which is not commonly found, should be uncorked and exposed to air for 120 minutes before consumption.	this rare dog from bordeaux must be allowed to breathe	not_entailment	this rare bordeaux must be allowed to breathe for at least 2 hours
The office is filled with people working on various tasks.	this bee is buzzing with activity	not_entailment	this office is buzzing with activity
He rang the bell to summon the servant.	he buzzed when the servant came near	not_entailment	he buzzed the servant
She made all the men fall in love with her.	she captured all the men's hearts and stored them in glass jars	not_entailment	she captured all the men's hearts
The judge put him in prison.	the judge clapped when he sang in jail	not_entailment	the judge clapped him in jail
They used their hands and feet to climb to the summit of the mountain.	the cats clawed their way to the top of the curtain	not_entailment	they clawed their way to the top of the mountain.
She grabbed the doorknob with her hand.	she clawed the door .	not_entailment	she clawed the doorknob.
The politician attacked his rival.	the politician clawed out his rival's eyes .	not_entailment	the politician clawed his rival.
Sales increased following the reduction in prices.	salespeople were climbing after ladders were lowered	not_entailment	sales were climbing after prices were lowered
The path ascended the entire length of the hill.	the puffin climbed all the way to the top of the hill	not_entailment	the path climbed all the way to the top of the hill
This young man knows how to advance in social status.	this young man knows how to climb the tall ladder	not_entailment	this young man knows how to climb the social ladder
Prices increased significantly.	vines climbed up the steep wall	not_entailment	prices climbed steeply
These operations are blocking the market.	the drain is being clogged by these operations	not_entailment	the market is being clogged by these operations
She was unable to think clearly due to her fear.	hair clogged her pipe	not_entailment	fear clogged her mind
My emotions influence my ability to make an impartial decision in this matter.	my personal crayons color my drawings in this case	not_entailment	my personal feelings color my judgment in this case
His political beliefs influence the content of his lectures.	his paints color his posters	not_entailment	his political ideas color his lectures
The rooms were connected.	the people in the room communicated	not_entailment	the rooms communicated
His dedication to his ill spouse resulted in a solitary life.	his murdering his sick wife condemned him to a lonely existence in prison	not_entailment	his devotion to his sick wife condemned him to a lonely existence
The fire destroyed the building.	the firefighter consumed the sandwich	not_entailment	the fire consumed the building
The comedian made the crowd laugh uncontrollably.	the comedian violently convulsed on the floor	not_entailment	the comedian convulsed the crowd
You can rely on me to provide assistance whenever you need it.	you can count my things any time	not_entailment	you can count on me to help you any time
The old cheese was covered in moving maggots.	the old cat was crawling toward the door	not_entailment	the old cheese was crawling with maggots
The speech concluded the meeting.	the queen crowned the prince	not_entailment	the speech crowned the meeting
A weather vane is positioned at the highest point of the building.	the king crowned the prince	not_entailment	a weather vane crowns the building
She felt very sad and disappointed when he declined her invitation.	she was crushed by a boulder	not_entailment	she was crushed by his refusal of her invitation
Seurat brought pointillism to its highest point of development.	the mountain culminated at its peak	not_entailment	seurat culminated pointillism.
The rejection made him feel as if he had been physically struck.	they dashed by the store	not_entailment	dashed by the refusal
He suddenly realised that she had been unfaithful to him.	the sun dawned on him	not_entailment	it dawned on him that she had betrayed him
The era of computers had begun.	the sun had dawned	not_entailment	the age of computers had dawned
The negative feedback on his work diminished his self-esteem.	the needle deflated his balloon	not_entailment	the bad review of his work deflated his self-confidence
The new measures caused the economy to shrink.	the new measures deflated the balloons	not_entailment	the new measures deflated the economy
The excess of oil caused gas prices to decrease.	the glut of oil depressed her	not_entailment	the glut of oil depressed gas prices
The absence of rain caused the water level in the reservoir to decrease.	the lack of rain had depressed the farmers	not_entailment	the lack of rain had depressed the water level in the reservoir
She created a convincing reason for not going to school that day.	she designed a good shed for the class that day .	not_entailment	she designed a good excuse for not attending classes that day.
A fire destroyed our home.	ferrets had devoured our hominy	not_entailment	fire had devoured our home
She read his novels with great enthusiasm and speed.	she devoured his nougat	not_entailment	she devoured his novels
I am unable to process all this information.	i cannot digest all this food	not_entailment	i cannot digest all this information
The government condensed the entire law into a code.	the government workers digested the entire cake	not_entailment	the government digested the entire law into a code
He drank three glasses of martini before dinner.	he downed three trees before dinner.	not_entailment	he downed three martinis before dinner.
Some people can eat a pound of meat in one meal.	some people can down a ton of missiles in the course of one mission.	not_entailment	some people can down a pound of meat in the course of one meal.
Stock prices are gradually increasing.	leaves are drifting higher on the wind	not_entailment	stock prices are drifting higher
My son travelled aimlessly around California for years before he enrolled in law school.	my son drifted holes as an engineer for years in california before going to law school	not_entailment	my son drifted around for years in california before going to law school
The stock market gradually increased in value.	the leaves drifted upward on the wind	not_entailment	the stock market drifted upward
The mother listens to every word her son says on stage.	the mother drinks in every drop of her juice on the stage	not_entailment	the mother drinks in every word of her son on the stage
I was overwhelmed with work.	i almost drowned in the lake	not_entailment	i was drowned in work
She drank alcohol to forget her problems.	she drowned her baby in the tub	not_entailment	she drowned her trouble in alcohol
As she got older, she became less interested in travelling.	time dulled her blades	not_entailment	middle age dulled her appetite for travel
The company fired him after many years of employment.	the company dumped their fax machine after many years of service	not_entailment	the company dumped him after many years of service
Some positive outcomes were discovered during the research.	some nice roses emerged from the soil	not_entailment	some nice results emerged from the study
The event was firmly embedded in her memory.	memory of the event was engraved into a plaque	not_entailment	the event engraved itself into her memory
The Turks killed the Armenians in 1915.	the turks erased the chalkboard in 1915	not_entailment	the turks erased the armenians in 1915
The boss became very angry when he was informed of the secretary's resignation.	the bomb exploded right when he heard of the resignation of the secretary	not_entailment	the boss exploded when he heard of the resignation of the secretary
The Middle East is experiencing political and social instability.	the alcohol is fermenting	not_entailment	the middle east is fermenting
The child felt proud.	fill the chalice with prune juice	not_entailment	fill the child with pride
Each star appeared to burn more brightly than before.	every disease seemed to flare up with new intensity	not_entailment	every star seemed to flare with new intensity.
The night sky suddenly became brighter due to the intense and large-scale attack.	the bomb flared during the massive bombardment.	not_entailment	the night sky flared with the massive bombardment.
The most recent information is transmitted to every command post.	the light is flashed to all command posts	not_entailment	the latest intelligence is flashed to all command posts
The father hit him with his hand.	the father flicked his hair with his hand.	not_entailment	the father flicked him with his hand.
The Republicans are suggesting a tax reform.	the republicans are floating the boat on the water	not_entailment	the republicans are floating the idea of a tax reform
The dancer moved gracefully across the stage.	the balloon floated across the stage	not_entailment	the dancer floated across the stage
The government allowed the ruble to fluctuate freely in the market for a few months.	the government floated the ship for a few months	not_entailment	the government floated the ruble for a few months
The crowd moved out of the stadium in a continuous stream.	the water flowed out of the stadium	not_entailment	the crowd flowed out of the stadium
The sky turned pink.	the face flushed with rosy splendor	not_entailment	the sky flushed with rosy splendor
Develop the young child's personality traits.	form the young child's clay	not_entailment	form the young child's character
The journalists were prevented from speaking freely.	the victim was gagged	not_entailment	the press was gagged
The moon's reflection on the lake's surface was visible.	the man glared back at the moon from the lake	not_entailment	the moon glared back at itself from the lake's surface
The sun shone brightly and intensely upon us.	the man glared down at us	not_entailment	the sun glared down on us
Her face was warm and red after she left the sauna.	her face glowed when she saw him in the sauna	not_entailment	her face glowed when she came out of the sauna
This story will capture your attention.	this crab will grab you	not_entailment	this story will grab you
The conversation gradually shifted to the topic of politics.	the planets gravitated towards the black hole	not_entailment	the conversation gravitated towards politics
He tried to think of a link.	his hand groped to find the switch	not_entailment	his mind groped to make the connection
The intense rainfall caused the soil to erode and form channels.	the heavy bowler guttered.	not_entailment	the heavy rain guttered the soil.
Make one's goals and abilities work together.	harmonize one's choir with one's pianist	not_entailment	harmonize one's goals with one's abilities
These rivers originate from a mountainous area in the Himalayas.	these ranchers head toward a mountain range in the himalayas	not_entailment	these rivers head from a mountain range in the himalayas
The wheat's heads appeared sooner than usual this year.	the wheat headed the list this year	not_entailment	the wheat headed early this year
He gave him a large amount of work.	he heaped praise on him	not_entailment	he heaped him with work
The oscillator searches for the correct frequency.	the ombudsman hunts for the correct rabbits	not_entailment	the oscillator hunts about the correct frequency
The rich people's showy lifestyle causes the poor to feel angry.	the ostentatious way the rich burn the woods ignites the houses of the poor	not_entailment	the ostentatious way of living of the rich ignites the hatred of the poor
The way they speak makes us think they are telling the truth.	their lasagna inclines us on the couch	not_entailment	their language inclines us to believe them
His laughter makes everyone in the same room laugh.	his virus infects everyone who is in the same room	not_entailment	his laughter infects everyone who is in the same room
The charges were exaggerated.	the mattresses were inflated	not_entailment	the charges were inflated
Increase the amount of money in circulation.	inflate the balloon	not_entailment	inflate the currency
He revitalized the performance.	he injected new drugs into the performer's system	not_entailment	he injected new life into the performance
She had to manage her job and her children simultaneously.	she had to juggle her balls and her bowling pins	not_entailment	she had to juggle her job and her children
The recoil of the gun pushed against my shoulder.	the mule kicked back into my shoulder.	not_entailment	the gun kicked back into my shoulder.
The businessman transferred millions of dollars from one account to another without sufficient funds to cover the transactions.	the businessman flew millions of kites	not_entailment	the businessman kited millions of dollars
This may result in you being imprisoned.	this plane may land on top of the jail	not_entailment	this may land you in jail
Create the initial structure for a new health care strategy.	lay the foundation for a new health care facility	not_entailment	lay the foundation for a new health care plan
Place a responsibility on someone.	lay a hand on someone	not_entailment	lay a responsibility on someone
Someone gave the information to the newspaper without authorisation.	the ink leaked onto the paper	not_entailment	the news were leaked to the paper
The information was revealed even though he tried to keep it hidden.	the water leaked out despite his secrecy	not_entailment	the news leaked out despite his secrecy
Westerns have a quality that evokes the ancient gladiators and is not limited by time.	Western Rome was gladiatorial.	not_entailment	‘ Westerns have a gladiatorial , timeless quality .
£45,000 was the requested amount and I was not surprised that the transaction was delayed.	£45,000 was the asking price and I was not surprised that the seller , so to speak , hung the painting .	not_entailment	£45,000 was the asking price and I was not surprised that the sale , so to speak , hung fire .
Primal Scream is not a name that would make you anticipate self-centred acoustic drawings.	Primal Scream Not a name which would lead you to expect self-absorbed doodlings on paper .	not_entailment	Primal Scream Not a name which would lead you to expect self-absorbed acoustic doodlings .
