premise	hypothesis	gold_label	original_premise	original_hypothesis
Clarke told National Security Advisor Rice at least two times that al Qaeda members who were inactive and hidden were probably in the United States.	Clarke informed National Security Advisor Rice on four occasions that al Qaeda members who were inactive and hidden in the United States could potentially become active and pose a threat.	not_entailment	Clarke mentioned to National Security Advisor Rice at least twice that al Qaeda sleeper cells were likely in the United States.	Clarke told National Security Advisor Rice four times that al Qaeda sleeper cells were probably in the United States.
The search for donations from the advanced technology industry is one of the motivations for some politicians to create an advanced technology campaign.	The candidates are all technologically advanced.	not_entailment	The pursuit of contributions from the high-tech community is one of the reasons that some candidates have gone to great lengths to develop a high-tech platform.	The candidates are all high tech
You are invited to join this significant new project to support the developing collaboration between two prominent state universities in Indianapolis.	Two public educational institutions in Indianapolis will combine their operations and resources to function as a single entity starting from the next academic year.	not_entailment	You are invited to become a part of this important new venture to strengthen this growing partnership of two great state universities in Indianapolis.	Two state schools in Indy are going to merge next year.
Biospheres may increase the average rate of growth of their size over time.	Biospheres cannot regulate the expansion of their own size.	not_entailment	In eVect, as we shall see later, biospheres may maximize the average sustained growth of their own dimensionality.	Biospheres cannot control the growth of their own dimensionality.
The approaching danger did not originate from hidden groups of terrorists.	In this instance, there were no inactive groups of people who could potentially cause harm.	entailment	The threat that was coming was not from sleeper cells.	Sleeper cells were not a threat in this case.
In 1847, a violent rebellion known as the Caste War resulted in Mayan rebels killing white settlers and gaining control of almost two-thirds of the peninsula.	The mayans killed hundreds of white settlers.	not_entailment	In 1847, a savage uprising known as the Caste War saw Mayan rebels massacre white settlers and take control of nearly two-thirds of the peninsula.	The mayans killed hundreds of white settlers.
Insert a commercial for Coca-Cola.	Put an ad for Coke in there.	entailment	throw a Coke ad in there	Put an ad for Coke in there.
This separation of content could be damaging for magazines like Slate.	The separation of content into different sections attracts readers to magazines like Slate.	not_entailment	Of course, this disaggregation of content may be ruinous for magazines like Slate.	The disaggregation of content is a reader-magnet for magazines like Slate.
The fact is that cross-talk may sometimes appear similar to all three types of irony, varying according to the purpose, spectators, and outcome.	The content of the cross-talk performance varies according to the preferences of the spectators.	entailment	The truth is that cross-talk may at times resemble all three ironies, depending on the intent, audience, and effect.	Cross-talk changes depending on the audience.
The courthouse is not the only place in Washington where political events are taking place this morning.	There is a circus at the courthouse with clowns.	not_entailment	The courthouse is not the only political circus in Washington this morning.	There is a circus at the courthouse with clowns.
A boat that had come close to the shore without being seen hit the large red side of the Arabella, and a loud voice called out a greeting.	As the boat collided with the Arabella, there was a loud sound.	not_entailment	A boat that had approached unnoticed from the shore came scraping and bumping against the great red hull of the Arabella, and a raucous voice sent up a hailing shout.	As the boat collided with the Arabella, there was a loud sound.
The Maritime Museum documents the development of the Pacific port.	The Maritome Museum only deals with new ships.	not_entailment	The Maritime Museum traces the history of the Pacific port.	The Maritome Museum only deals with new ships.
In every situation, large actions would need to be performed to prevent negatively impacting the customer's requests.	These steps involve concealing the actual personal information of customers from law enforcement agents.	not_entailment	In all cases, significant steps would have to be taken to avoid prejudicing the client's claims.	These steps include hiding the real identity of clients from investigators.
The misunderstandings that happen between pilots, crew, and air traffic controllers are a clear example of the intricate difficulties of language.	Pilots don't always communicate with crew members well.	entailment	Nothing underscores the subtle complexities of language more strikingly than the miscommunications that occur among pilots, crew members, and air traffic controllers.	Pilots don't always communicate with crew members well.
Yousef successfully fled to Pakistan, but Murad, who KSM states was dispatched to Yousef with $3,000 to contribute to the operation's expenses, was captured and revealed information about the plan during questioning.	Both Murad and Yousef escaped to Pakistan and were never seen again.	not_entailment	Yousef managed to escape to Pakistan, but his accomplice, Murad-whom KSM claims to have sent to Yousef with $3,000 to help fund the operation-was arrested and disclosed details of the plot while under interrogation.	Both Murad and Yousef escaped to Pakistan and were never seen again.
As a result, government officials and administrators are learning new thought processes, evaluating various methods of goal attainment, and applying recently acquired knowledge to their decision-making.	Government representatives are altering their method of handling the situation.	entailment	Consequently, government decisionmakers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	Government representatives are changing their approach.
The statistics are remarkable, but scholarships are frequently essential for attracting the best students who require financial assistance.	The top students with financial need benefit from scholarships.	entailment	While the numbers are impressive, scholarships often are critical in recruiting the top students with financial need.	The top students with financial need benefit from scholarships.
The roads follow a winding path along steep curves and ascend and descend over hills.	The road was curvy	entailment	The roads twist and turn around sharp bends and roll up and over undulations.	The road was curvy
I request that you participate in reaffirming your commitment to financially assist the University Libraries at IUPUI, and to think about augmenting that monetary donation.	The IUPUI needs $1million to operate this year.	not_entailment	I ask you to join me in renewing your pledge of support to the University Libraries at IUPUI, and to consider increasing that contribution.	The IUPUI needs $1million to operate this year.
John Kirkwood, who is affiliated with the ALA of Metropolitan Chicago, states that this is an ambiguous topic.	John Kirkwood founded the ALA of Metropolitan Chicago.	not_entailment	That's a gray area, says John Kirkwood, who is with the ALA of Metropolitan Chicago.	John Kirkwood founded the ALA of Metropolitan Chicago.
Yet, even in USA Today's recent profitable years, the paper has been a strong attractor of disapproving journalistic criticism.	Despite USA Today's profits, the paper still is famous for negative media coverage.	entailment	Yet, even in USA Today 's recent in-the-black years, the paper has been a magnet for negative media-critic boilerplate.	Despite USA Today's profits, the paper still is famous for negative media coverage.
When no specific limit is considered, as frequently happens in disease research, any amount of exposure is considered to present a non-zero probability of causing a reaction in at least one part of the population.	If you believe there is no limit, all contact with mercury is safe.	not_entailment	When no threshold is assumed, as is often the case in epidemiological studies, any exposure level is assumed to pose a non-zero risk of response to at least one segment of the population.	If you assume there is no threshold, any exposure to mercury is risk-free.
Saving money from income is a method to collect resources and pay back previous loans, which raises the value of one's possessions.	You should never save money it does you no good later.	not_entailment	It is widely known that saving from current income is the way to accumulate assets and repay past borrowing, thus increasing net worth.	You should never save money it does you no good later.
Once I arrived at my house, I discovered that the United States ceases the provision of supplies through two methods.	I learned that the United States stops providing resources in two ways before returning home.	not_entailment	Once home, I learned the United States cuts off supplies in two ways.	I learned the United States cuts off supplies in two ways before coming home.
That is why it is unsettling if clothing and interior design do not match.	The appearance of clothing and the appearance of the room should match.	entailment	That is why it is disconcerting if dress and decor are not in harmony.	It is not normal for dress and decor to be not in harmony.
The decision to hire Michael Apted for the series has been widely discussed.	Michael Apted was hired to add a personal quality to the series.	entailment	Much has been made of hiring Michael Apted to bring a more human touch to the series.	Michael Apted was hired to add a personal quality to the series.
Unfortunately, not all Americans agree that philanthropy is important.	Not all citizens of the United States of America believe that providing assistance to religious institutions is a significant priority.	not_entailment	Unfortunately, our view of the importance of philanthropy is not shared by all Americans.	Not all Americans think it's important to support churches.
I want to stay alive until the year 2000 to contribute to the Yiddish Guide. I believe that Yiddish will continue to exist, enduring criticism from its opponents, as it has for a thousand years.	I'm sure the Yiddish culture will unfortunately be lost by the year 2000.	not_entailment	I hope to live to the year 2000 to help with the Yiddish Guide . I am sure that Yiddish will still be around, surviving its detractors, as it has for a thousand years.	I'm sure the Yiddish culture will unfortunately be lost by the year 2000.
In the turbulent government, the sparkling green ocean filters through.	The sea was a dark shade of blue and had a flat, calm surface.	not_entailment	In the chaotic regime, the twinkling green sea percolates.	The sea was deep blue and smooth as glass.
The discussion focuses on the topics related to abortion.	The discussion about abortion is a significant topic.	entailment	Slope vs. Much of the debate turns on which issues are associated with abortion.	The abortion debate is a big issue.
Of course, this separation of content may be destructive for magazines like Slate.	Slate has experienced difficulties in the past due to the separation of content.	not_entailment	Of course, this disaggregation of content may be ruinous for magazines like Slate.	Slate has suffered in the past for disaggregating content.
For example, the word diagnosis was taken from a Greek word (which, by the way, had a different meaning); two hundred years later, the verb diagnose --a word created from the noun diagnosis-- was invented.	There are signs that indicate the word "diagnosis" was taken from the Latin language.	not_entailment	For example, diagnosis was borrowed from a Greek word (which, incidentally, did not mean the same thing); two hundred years afterwards, the verb diagnose --a back formation --was coined.	There is evidence to suggest that diagnosis was borrowed from Latin.
Clinton's opponents, not satisfied with damaging his moral reputation, attempted to exaggerate his concealment of the Lewinsky affair, presenting it as serious crimes and grounds for impeachment.	Clinton's adversaries attempted to disgrace him, and also to impeach him.	entailment	Not content to disgrace Clinton morally, his adversaries tried to inflate his cover-up of the Lewinsky affair into crimes and impeachable offenses.	Clinton's adversaries attempted to disgrace him, and also to impeach him.
Or, consider the topic of providing information to Congress regarding secret activities.	The members of Congress do not have access to information regarding secret operations.	not_entailment	Or, consider the issue of informing Congress about covert actions.	Congress cannot be informed about covert actions.
Cause they didn't actually live in Augusta, they lived in, well you know, Augusta was still a city-town during that time, even though to people in big cities like this Augusta isn't that big.	They lived in the central part of Augusta.	not_entailment	Cause they didn't actually live in Augusta, they lived in, well you know, Augusta was still a city-town during that time, even though to people in big cities like this Augusta isn't that big.	They lived in the heart of Augusta.
Daniel Yamins is an intelligent young person who is skilled in mathematics.	Mr. Yamins is skilled at art, but he is not skilled at mathematics.	not_entailment	Daniel Yamins is a brilliant young mathematician.	Mr. Yamins's is a great artist, but a terrible mathematician.
schlock `shoddy, cheaply produced merchandise.	Poor-quality and poorly manufactured goods.	entailment	schlock `shoddy, cheaply produced merchandise.	Inferior and ill made merchandise.
The reader may want to attempt this action as well.	The reader should proceed without attempting the pointless feat.	not_entailment	(Before continuing, the reader may wish to try this feat, too.)	The reader should proceed without attempting the pointless feat.
The Anti-Defamation League's survey shows a decrease in the number of people in the United States who strongly dislike Jewish people—from 29 percent in 1964, to 20 percent in 1992, to 12 percent now.	The Anti-Defamation League's survey indicates that there are individuals in America who strongly and persistently hold anti-Semitic beliefs.	entailment	More The Anti-Defamation League's survey describes a continuing drop in America's hard core anti-Semites--from 29 percent in 1964, to 20 percent in 1992, to 12 percent currently.	The Anti-Defamation League's survey shows that there is still some hard core anti-Semites in America.
These roads connect the main public beaches (from Warwick Long Bay to Horseshoe Bay).	All of the beaches are private.	not_entailment	These link the main public beaches (from Warwick Long Bay to Horseshoe Bay).	All of the beaches are private.
Seeking the Method to Maintain Security	I enjoy creating humorous wordplay.	entailment	Looking for the Key to Keeping Safe (Sorry for the bad pun.)	I like to make silly puns.
Our teaching hospitals and research programs receive no financial assistance from the government.	The research program doesnt get any money from the state.	entailment	Our teaching hospitals and research programs receive no state support.	The research program doesnt get any money from the state.
One difference is that other groups need to do so because in order to operate they must either add new definitions to already-used words and expressions or create new words and expressions.	The groups can't make up new words.	not_entailment	One difference is that other groups need to do so because in order to function they must either attach new meanings to existing words and phrases or coin new words and pharases.	The groups can't make up new words.
William Lowe Bryan, the IU president who envisioned and established the IU School of Medicine in 1903, based on his idea of a comprehensive university.	Bryan wanted the top medical school in the country.	not_entailment	William Lowe Bryan, the IU president whose dream of a broadly based university led to the founding of IU School of Medicine in 1903.	Bryan wanted the top medical school in the country.
One is warned not to eat food in front of the monkeys, as they might try to take the food.	It's not safe to eat food outside.	not_entailment	One is cautioned about eating food openly, as the monkeys are likely to view this as an invitation to dine.	It's not safe to eat food outside.
On Aug. 25, after the Democratic convention had started in Atlantic City, N.J., Johnson, who was 56 years old at the time, stated in three recorded conversations that he would consider quitting the presidential race.	Johnson experienced a deficiency in assistance.	not_entailment	On Aug. 25, after the Democratic convention had opened in Atlantic City, N.J., Johnson, then 56 years old, threatened in three recorded conversations to withdraw from the presidential race.	Johnson felt a lack of support.
She expressed her desire for him to travel home by air.	In the later chapter we learn that he did in fact fly home.	not_entailment	She insisted that he fly home means `She wanted him to fly home,' though whether he actually did or not would be revealed in a later chapter.	In the later chapter we learn that he did in fact fly home.
A close and affectionate relationship between a parent and child, characterized by mutual support and collaboration, is particularly important for encouraging rebellious children to adopt and accept parental values and expectations.	Family relationships between parents and children are beneficial for a child's typical growth and maturation.	entailment	A warm parent-child bond based on cooperation is especially vital for helping recalcitrant children internalize parents' standards.	Parent-children bonds are helpful for normal child development.
These locations are all near Atlanta.	Each of these places contained a distinct type of eatery.	not_entailment	These locations are all near Atlanta.	These locations each housed a different kind of restaurant.
The collection of Dowd's writing as a columnist, especially the Flytrap articles that earned her the Pulitzer, is one of the most outstanding instances of a baby boomer criticising herself.	In addition to one of the most excellent examples of baby boomer self-criticism, Dowd's collection of writing includes many articles about the legal action taken against extreme nature conservationists.	not_entailment	The body of Dowd's work as a columnist, and in particular the Flytrap pieces that won her the Pulitzer, is one of the most brilliant examples yet of boomer self-castigation.	In addition to one of the most brilliant examples of boomer self-castigation, Dowd's body of work includes many columns about the prosecution of radical environmentalists.
The United States has a greater variety of post offices and fewer mail deliveries than France.	France has a lower volume of postal deliveries than the U.S.	entailment	U.S. since France has a wider range of postal densities and lower volumes.	France has a lower volume of postal deliveries than the U.S.
As a result, government officials and administrators are learning new thought processes, evaluating various methods of goal attainment, and employing recently acquired knowledge to inform their choices.	Government representatives reject the idea of modifying their personal habits and routines.	not_entailment	Consequently, government decisionmakers and managers are adopting new ways of thinking, considering different ways of achieving goals, and using new information to guide decisions.	Government representatives refuse to change their ways of life.
The profile was derived from information on the Passenger Name Record and did not include factors such as race, creed, color, or national origin.	Two factors used to categorize people were whether they had jobs and whether they had been convicted of a serious crime in the past.	not_entailment	The profile was derived from information on the Passenger Name Record and did not include factors such as race, creed, color, or national origin.	Employment status and previous felony convictions were two metrics used to create profiles.
Dowd's collection of articles, especially the Flytrap series that earned her the Pulitzer Prize, is one of the most outstanding instances of a baby boomer criticising herself.	Dowd has never and will never write anything that could be construed as boomer self-castigation.	not_entailment	The body of Dowd's work as a columnist, and in particular the Flytrap pieces that won her the Pulitzer, is one of the most brilliant examples yet of boomer self-castigation.	Dowd has never and will never write anything that could be construed as boomer self-castigation.
Similarly, the total risk related to unpredictable customers, many selling periods, and divided markets, in addition to strong foreign rivalry, has currently made this a challenging environment for American retailers and producers.	American retailers are all thriving right now.	not_entailment	By the same token, the overall risk associated with fickle consumers, numerous selling seasons, and segmented markets'along with fierce overseas competition'has currently made this a tough arena for American retailers and manufacturers.	American retailers are all thriving right now.
Stevenson's article demonstrates a basic absence of knowledge regarding the details of our campaign.	Stevenson's article explains his extensive knowledge of the complex processes of our campaign.	not_entailment	Stevenson's article shows a fundamental lack of understanding about what our campaign entails.	Stevenson's article details his in-depth understanding of the complicated workings of our campaign.
This separation of content could be harmful to magazines like Slate.	Magazines like Slate can be negatively affected by separating content into different parts.	entailment	Of course, this disaggregation of content may be ruinous for magazines like Slate.	Magazines like Slate can be damaged by disaggregating content.
Your financial donation helps the IRT's community projects and increases the value of matching donations.	Your donations only pay for food and are not doubled by the company.	not_entailment	Your contributed support directly benefits the IRT's outreach programs and leverages match gift monies.	Your contributions only support the snack fund and aren't matched.
The roads follow a winding path along steep curves and rise up and down over hills.	The road was totally straight.	not_entailment	The roads twist and turn around sharp bends and roll up and over undulations.	The road was totally straight.
Chinese food was introduced to Cuba, and a new style of cooking combining Chinese and Cuban culinary traditions was created.	Chinese cooks immigrated to Cuba.	not_entailment	Chinese cooking lands in Cuba, and Cuban-Chinese cuisine is invented.	Chinese cooks immigrated to Cuba.
The Society, which encourages education and learning by facilitating interactions between people and their natural environment, is currently making arrangements for future achievements.	The Society is primarily looking out for their own long-term benefit.	not_entailment	Being an institution that promotes education and learning through the connection of people and the natural world around them, the Society is actively preparing for continued success in the future.	The Society is primarily looking out for their own long-term benefit.
You are aware of the significance of these art forms in promoting emotional understanding, kindness, and creative thinking.	Art is a valuable tool for encouraging empathy, kindness, and the act of visualizing creative ideas.	not_entailment	You already understand the importance of storytelling, poetry, song, and theatre in fostering empathy, compassion, and the imagination.	Art is important in promoting empathy, compassion, and using one's imagination.
And she was always there for us	She provided helpful assistance.	entailment	And she was always there for us	She was a good support.
We can further improve the training of skilled legal professionals.	We can educate lawyers, I'm sure of it!	entailment	We can continue to strengthen the education of good lawyers.	We can educate lawyers, I'm sure of it!
Al Qaeda and terrorism were additional items on the list of priorities for countries such as Pakistan and Saudi Arabia, which already had many other important matters to address.	The only item on the agenda with Pakistan and Saudi Arabia was Al Qaeda.	not_entailment	Al Qaeda and terrorism was just one more priority added to already-crowded agendas with countries like Pakistan and Saudi Arabia.	The only item on the agenda with Pakistan and Saudi Arabia was Al Qaeda.
they do it as a labor of love so the officer idea is a good idea	Other people believe that the officer-related proposal is an excellent concept.	not_entailment	they do it as a labor of love so the officer idea is a good idea	Other people think the officer thing is a great idea.
What happened to the military's usual method of blaming someone else?	Changes in military traditions are evident as fewer scapegoats are used to explain problems with discipline and command.	not_entailment	Whatever happened to the military's traditional heartless approach of finding a scapegoat?	Changes in military traditions are evident as fewer scapegoats are used to explain problems with discipline and command.
One organization that we examined underwent two mergers, which necessitated the company's swift incorporation of the acquired businesses and reorganization to accommodate expanding business requirements.	We studied a business that went through two consolidations and needed to rapidly reorganise to satisfy their commercial requirements.	entailment	For example, one organization that we studied had experienced two mergers that required the company to quickly integrate the new businesses and restructure to meet growing business needs.	We examined a company that experienced two mergers and had to quickly restructure to meet their business demands.
To be a partner who creates value and focuses on customers to achieve business success.	Companies can prioritize customer satisfaction in their operations.	entailment	To be a Value Creating, Customer Focused Partner in Business Results	Partners can be customer-focused in their business.
The man stood next to Captain Blood, turned his head to look behind the ship, following the direction of the Captain's hand, and exclaimed in surprise.	He shouted in shock as he stooped beside the Captain.	entailment	Standing beside Captain Blood, he looked astern, following the indication of the Captain's hand, and cried out in his amazement.	He shouted in shock as he stooped beside the Captain.
The linguists who write books seem always to be academics who are promoting their personal opinions, some of which are obscure and difficult to understand.	Most linguists write books to persuade others to adopt their views.	not_entailment	The linguists who write books seem invariably to be scholars who are touting their own points of view, some of which are recondite, to say the least.	Most linguists write books in order to evangelize others' opinions.
John Kirkwood, who is with the ALA of Metropolitan Chicago, says that this is a topic that is not clearly defined.	John Kirkwood is convinced that it is not a well defined area.	entailment	That's a gray area, says John Kirkwood, who is with the ALA of Metropolitan Chicago.	John Kirkwood is convinced that it is not a well defined area.
Some people believe that he will have a significant return to success.	Some individuals believe that he will become a famous and successful person once more.	entailment	oh yeah some people think they're predicting that he'll make a big comeback	Some people think he'll be a star again.
In every situation, large actions would need to be performed to prevent negatively influencing the customer's requests.	The client's statements could be negatively affected if no actions were performed.	entailment	In all cases, significant steps would have to be taken to avoid prejudicing the client's claims.	The client's claims might be prejudiced unless steps were taken.
The YMCA aims to implement Christian principles in its programs to promote personal development and enhance spiritual, mental, and physical well-being for everyone.	The YMCA strives to promote Christian principles through various programs.	entailment	In this way the YMCA seeks to fulfill its To put Christian principles into practice through programs that encourage personal growth and build health of spirit, mind and body for all.	The YMCA strives to promote Christian principles through various programs.
Grammar and glamour are historically the same word.	The relationship between the words ended in the 1910s when the Kaiser took control of all the words containing the letter 'L'.	not_entailment	Grammar and glamour are historically the same word.	The words separated in the 1910s when the Kaiser stole all of the L's.
Saving money from your current income is a method to acquire assets and pay back previous loans, which will result in a higher total value of your possessions and savings.	Saving money now is a method to increase your financial resources and allow you to stop working sooner.	not_entailment	It is widely known that saving from current income is the way to accumulate assets and repay past borrowing, thus increasing net worth.	Saving money now is a way to accrue assets and be able to retire earlier.
The process of making politics out of almost everything (in the field of literature) is happening quickly.	The process of making political issues out of various topics has stopped progressing.	not_entailment	The Politicization of Nearly Everything (Literary Division) proceeds apace.	The Politicization of Nearly Everything has come to a stand still.
Yousef succeeded in fleeing to Pakistan, but his partner, Murad-who KSM states he dispatched to Yousef with $3,000 to assist in financing the mission-was apprehended and revealed information about the scheme during questioning.	Murad provided details about the strategy after being questioned.	entailment	Yousef managed to escape to Pakistan, but his accomplice, Murad-whom KSM claims to have sent to Yousef with $3,000 to help fund the operation-was arrested and disclosed details of the plot while under interrogation.	Murad revealed information about the plan when interrogated.
H. H. Richardson's impact was more limited in duration, but for two decades, the Richardsonian Romanesque style spread across the United States, as described by Cram.	Richardson wasn't influential for very long	entailment	H. H. Richardson's influence was considerably shorter-lived, but for at least 20 years Richardsonian Romanesque rolled over the United States like an aesthetic Juggernaut, in Cram's colorful phrase.	Richardson wasn't influential for very long
A collection of research studies shows that actions taken in the emergency room are successful and that recommending further medical care is a viable option.	There is nothing an emergency department can do in these cases.	not_entailment	A growing body of evidence demonstrates that interventions in the emergency department are effective and that treatment referral can work.	There is nothing an emergency department can do in these cases.
It's unfortunate that the loud attention on Finkelstein has caused Birn, his co-writer, to be overlooked.	There has been some discussion about Finkelstein and very little about his co-author.	entailment	It's too bad that the noise about Finkelstein has drowned out his co-writer, Birn.	There has been some noise about Finkelstein and very little about his co-writer.
In the same way, the total risk related to changeable customers, multiple sales periods, and divided markets, along with strong foreign rivalry, has presently made this a difficult field for American sellers and producers.	90% of American retailers are failing.	not_entailment	By the same token, the overall risk associated with fickle consumers, numerous selling seasons, and segmented markets'along with fierce overseas competition'has currently made this a tough arena for American retailers and manufacturers.	90% of American retailers are failing.
Many studies about Quinceañeras indicate that families aim to preserve a cultural and historical practice, and the commemoration of a daughter's fifteenth birthday serves as a way to sustain cultural connections to a Latino background.	A daughter's tenth birthday is an opportunity to maintain cultural connections.	not_entailment	Much of the research on Quinceaeeras shows that families want to maintain a cultural historical tradition, and the celebration of a daughter's fifteenth birthday is a means of continuing cultural ties to a Latino heritage.	A daughter's tenth birthday is a means of continuing cultural ties.
By applying these eight straightforward methods, you have the ability to create a news article in your personal residence.	You can write a news story from any location if you follow some simple techniques.	entailment	Using these eight simple techniques, you can fabricate a news story in the comfort of your own home.	You can write a news story from any location if you follow some simple techniques.
The statement was released one day following the resumption of financial market operations.	The financial markets are always open and never close.	not_entailment	This statement was issued the day after the financial markets reopened.	The financial markets operate continuously and are never shut down.
The linguists who write books seem always to be academics who are promoting their personal opinions, some of which are difficult to understand.	People who write books about linguistics are usually academics who publicize their own academic work.	entailment	The linguists who write books seem invariably to be scholars who are touting their own points of view, some of which are recondite, to say the least.	Book-writing linguistics are almost ways scholars promoting their own scholarship.
In addition, given GAO's impressive results and return on investment, it only makes sense for GAO to receive resource allocations that are well above average for other federal entities.	The Government Accountability Office has the lowest performance of all federal organizations and is likely to lose all its financial support.	not_entailment	In addition, given GAO's impressive results and return on investment, it only makes sense for GAO to receive resource allocations that are well above average for other federal entities.	The GAO is the worst performing federal entity and is in line to have all its funding cut.
The common belief in Washington this week is that young writers such as Glass who experience mental breakdowns deserve sympathy because the industry forces them to achieve fame before they have gained sufficient experience.	Glass is a writer for the Times.	not_entailment	The conventional wisdom in Washington this week is that young writers such as Glass who crack up deserve sympathy because the system pressures them into becoming stars before they are journeymen.	Glass is a writer for the Times.
This investment has led to the improvement and sale of 60 houses to buyers with limited financial resources, and to the restoration of over 100 reasonably priced, well-built rental units.	The apartments were in poor condition and no one repaired them.	not_entailment	This investment has resulted in the renovation and sale of 60 homes to homebuyers of modest means, and in the rehab of more than 100 affordable, high quality apartments.	The apartments were dumps and no one fixed them.
As we become self-sufficient, please assist us in highlighting the value of your qualification.	We are becoming dependent on others.	not_entailment	As we become independent, please help us strengthen the distinction of your degree.	We are becoming dependent on others.
The pachuco speech, a blend of English and Spanish, also known as cale, was an intriguing mix derived from various linguistic origins.	Many people today still speak one version of pachuco or the other.	not_entailment	The pachuco speech, a combination of English and Spanish, also called cale, was a fascinating fusion drawing from many linguistic sources.	Many people today still speak one version of pachuco or the other.
After two centuries of religious heresy, the Church needed a spiritual renewal, finding the perfect ally in Francis of Assisi (1182-1226), pious without being troublesomely militant.	The Church received a large amount of money from Francis of Assisi.	not_entailment	After two centuries of religious heresy, the Church needed a spiritual renewal, finding the perfect ally in Francis of Assisi (1182-1226), pious without being troublesomely militant.	The Church got a lot of monetary support from Francis of Assisi.
We moved around, and it has been a competition since then.	There was never any race to begin with.	not_entailment	We went about, and it's been a race ever since.	There was never any race to begin with.
In that place, the atmosphere is more tense and the language barrier could be challenging, however, you will have the opportunity to observe some aspects of Chinese consumer culture.	You do not have to worry about language issues there, since everyone speaks English.	not_entailment	There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.	You do not have to worry about language issues there, since everyone speaks English.
He halted abruptly upon seeing Captain Blood, and respectfully saluted him, as was required, but the smile that raised the officer's rigid moustache was bitterly mocking.	The officer had a mustache.	entailment	He stopped short at sight of Captain Blood, and saluted him, as was his due, but the smile that lifted the officer's stiff mostachios was grimly sardonic.	The officer had a mustache.
C-R functions may also be calculated with or without specific numerical values.	It is impossible to calculate the values of C-R functions.	not_entailment	C-R functions may also be estimated with or without explicit thresholds.	C-R functions can never be estimated.
Friends' programs such as Young Library Leaders and the Love is Reading Together Week are aimed at young people and encourage them to use libraries from a young age.	There are programs that encourage kids to go to the library twice a week.	not_entailment	Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.	There are programs that encourage kids to go to the library twice a week.
The cover story of the Time magazine is about Bill Gates' 12-step plan for achieving success in the modern era of technology.	Time magazine has a picture of Bill Gates on the cover.	not_entailment	Time 's cover story is Bill Gates' 12-step program for succeeding in the digital age.	Time magazine has a picture of Bill Gates on the cover.
um-hum well and i was gonna say there are some other areas they could cut you know i don't they wouldn't necessarily have to cut it out of there	There are no more options for them to reduce or eliminate.	not_entailment	um-hum well and i was gonna say there are some other areas they could cut you know i don't they wouldn't necessarily have to cut it out of there	There is just nothing else they can cut!
Anyhow, so I finished came home at 6:30 today and that was my day.	I spent most of the day working on a difficult customer billing problem.	not_entailment	Anyhow, so I finished came home at 6:30 today and that was my day.	I spent most of the day dealing with a complicated customer billing issue.
I... I believe that he has, said Calverley, between doubt and suspicion.	Cleverly spoke with clear confidence, knowing that he has the facts.	not_entailment	I... I believe that he has, said Calverley, between doubt and suspicion.	Cleverly spoke with clear decisiveness, knowing that he has with certainty.
I choose the path that is secure and requires less effort.	My path is the most challenging.	not_entailment	Mine is the safe and easy way.	My way is the most difficult.
The primary agency in charge was the FDNY, and the other local, federal, bistate, and state agencies provided assistance.	The FDNY was not the only agency in charge; others held just as much control.	not_entailment	It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.	The FDNY was not the only agency in charge; others held just as much control.
The application of technology can decrease the duration required for providers and staff to directly deliver screening and intervention services and identify patients who can obtain advantages from the concise intervention messages.	Technology doesn't help screening at all.	not_entailment	The use of technology may reduce the time needed for providers and staff to personally provide screening and intervention services and target patients who can derive benefit from the brief intervention messages.	Technology doesn't help screening at all.
But... but... on this ship...? The officer showed that he was helpless, and, giving in to his confusion, stopped talking suddenly.	The officer was shocked senseless by the vomiting onto the deck.	not_entailment	But... but... aboard this ship...? The officer made a gesture of helplessness, and, surrendering to his bewilderment, fell abruptly silent.	The officer was shocked senseless by the vomiting onto the deck.
From that time on, national unity was always considered less important than ethnic, religious, and especially economic regional interests.	National unity is never the first priority.	entailment	Henceforth, national unity always played second fiddle to ethnic, religious, and above all economic regional interests.	National unity is never the first priority.
A jet fuel fireball erupted upon impact and shot down at least one bank of elevators.	The fire was hot enough to melt some of the glass windows in the area.	not_entailment	A jet fuel fireball erupted upon impact and shot down at least one bank of elevators.	The fire was hot enough to melt some of the glass windows in the area.
The resources we are requesting for the 2002 financial year are essential for maintaining our high-quality work and assistance to the Congress.	We didn't ask for any money this year.	not_entailment	The resources we are requesting for fiscal year 2002 are critical to sustaining our high-level of performance and service to the Congress.	We didn't ask for any money this year.
So you have arrived, the Deputy-Governor greeted him, and followed the greeting with a series of grunts that seemed to have a bad-tempered meaning.	I was expecting your arrival said the Deputy-Governor.	not_entailment	So ye've come, the Deputy-Governor hailed him, and followed the greeting by a series of grunts of vague but apparently ill-humoured import.	I was expecting your arrival said the Deputy-Governor.
Life can be infernally complex, he sighed.	Life is extremely complex due to the numerous connections and relationships that can occur.	not_entailment	Life can be infernally complex, he sighed.	Life is infernally complicated because of the many interactions one might have.
